상가업소번호,법정동코드,지번본번지,지번부번지,상호명,지점명,상권_코드,균등분배_전용면적,리뷰수,별점,카페_추정매출
MA010120220808019542,1117010200,1.0,508.0,타자기,,3130060,46.389514960129326,689.0,4.3,222654998.23661295
MA0101202411A0068711,1135010600,503.0,,오즈커피&맥주,,3130155,,2.0,5.0,
MA0101202406A0417205,1135010600,503.0,,지금;여기커피앤비어,,3130155,,0.0,,
MA010120220813913200,1135010600,503.0,,커피_#샵,,3130155,,0.0,4.38,
MA010120220812336066,1144012400,254.0,8.0,렌테,,3110562,61.974328150178806,152.0,4.880000000000001,46293641.55739294
MA010120220804546755,1144012400,254.0,8.0,조앤도슨,,3110562,61.974328150178806,2353.0,4.49,292561592.4125731
MA010120220800336756,1156012200,18.0,16.0,별다방,,3110759,419.5664749465751,0.0,4.09,89831772.37757865
MA010120220800971924,1165010200,120.0,11.0,커피할루카,,3110938,104.19452098386542,0.0,4.62,110397259.91103232
MA0101202209A0088960,1117010200,1.0,53.0,단희,,3130060,127.7310572680924,0.0,,100928292.70466198
MA010120220813751830,1111010600,91.0,50.0,쎄이썸띵,,3120002,111.76466782071154,0.0,,222572752.42328557
MA0101202411A0083973,1144010800,548.0,,아이키친,마포점,3110577,282.9061794684441,44.0,4.5,80208974.44369344
MA010120220807385540,1159010700,66.0,29.0,레인드랍이수점,,3110851,70.55023333604788,10.0,2.5,
MA0101202306A0031713,1165010100,1001.0,29.0,더치앤빈서울고,사거리점,3120168,151.84056200963062,27.0,5.0,38460037.60647934
MA010120220804877707,1162010200,1422.0,38.0,메가엠지씨커피신림역,사거리점,3120157,155.52365687067157,32.0,3.205,89400012.7820365
MA0101202311A0071823,1174010100,338.0,18.0,팥고당명일명성점,,3111080,123.11610500061856,30.0,3.7,196996620.13819203
MA010120220800034347,1111016600,195.0,17.0,카페효제눅,,3120013,80.12378447373763,268.0,4.56,116504512.02892259
MA0101202209A0086786,1144012000,474.0,1.0,홈스윗홈,,3110554,153.7387652396808,0.0,,24337687.80254455
MA010120220814232627,1135010600,141.0,,설빙상계역점,,3110431,213.53845896386267,60.0,4.335,215340177.0027516
MA0106202201A0153123,1141011600,18.0,29.0,커피빈신촌점,코리아,3130175,570.7913652294296,146.0,4.45,572853730.7557136
MA010120220810483784,1111015800,2.0,1.0,대복상회,,3130007,6513.297825414029,18.0,5.0,522020800.61491334
MA010120220802913004,1141011200,34.0,30.0,명동커피숍,,3130178,47.15297405771539,3485.0,4.41,186596883.9406128
MA0101202411A0074790,1159010800,405.0,2.0,할리스신대방삼거리역점,,3120152,196.2249357558283,19.0,4.2,70480509.37773672
MA010120220805413720,1120011400,685.0,420.0,인치스,,3110120,89.13464498689734,501.0,5.0,11881108.554891484
MA0101202411A0059219,1111010600,109.0,,동감,,3120002,92.11909917138408,77.0,4.5,169900362.08495417
MA010120220805498519,1114016200,217.0,102.0,만랩커피동평화패션타운점,,3130048,58.07809832943918,0.0,,28195689.560122754
MA010120220806908623,1174010700,504.0,1.0,티하우스,,3111054,184.6969513820007,0.0,,
MA0101202406A0345615,1114012700,54.0,31.0,코코버블티명동,중앙점,3120028,73.50214684095494,82.0,3.25,527269986.81624246
MA0101202411A0008696,1130510100,1339.0,6.0,달리는커피서울삼각산점,,3110354,280.8264262716115,34.0,4.5,239139590.9077589
MA010120220808128152,1165010800,1348.0,13.0,카페클라라,,3110935,110.01682573949469,7.0,3.9,
MA0101202308A0080555,1159010700,319.0,40.0,퐁치커피이수역점,,3110848,87.88503555196482,12.0,4.0,1831026.7898308884
MA010120220804124917,1150010900,182.0,17.0,카페HBD,,3110641,120.9909185710718,61.0,4.734999999999999,146419538.13966835
MA0101202309A0022962,1120011500,335.0,24.0,누와,,3130073,64.3936509528435,0.0,,342683.07717728737
MA0101202409A0099011,1138010700,583.0,6.0,카페오방,,3110463,134.2212428332059,24.0,4.7,28276597.749653257
MA0101202211A0025676,1153010200,476.0,40.0,카페하이,,3110708,48.879864873932426,45.0,4.875,
MA010120220809300704,1129013600,16.0,7.0,빽다방,월곡역점,3120075,558.0482260377387,15.0,2.7,90287913.95814326
MA0101202306A0022690,1117013000,34.0,118.0,플로우FLOW,,3110082,81.79131234382872,334.0,4.9,403620434.5598818
MA010120220800544081,1150010200,73.0,1.0,유니토스엔카페주,,3110667,504.72569358278525,0.0,,15821918.616515884
MA010120220812135593,1150010200,73.0,1.0,카마노,코리아,3110667,504.72569358278525,0.0,,15821918.616515884
MA0106202201A0963655,1150010200,73.0,1.0,롯데컬처웍스㈜롯데시네마가양,,3110667,504.72569358278525,0.0,3.3,15821918.616515884
MA0101202406A0122495,1150010200,73.0,1.0,카페쿠디,,3110667,504.72569358278525,56.0,5.0,46363994.373981945
MA0106202406A2465804,1150010200,73.0,1.0,스타벅스,가양역,3110667,504.72569358278525,136.0,3.99,89995531.17036204
MA0106202406A2465601,1111017700,222.0,,스타벅스,서대문역,3120001,295.5305336459601,128.0,3.8899999999999997,281042930.58453053
MA010120220806945587,1111017700,222.0,,커피기업디타워돈의문점,,3120001,295.5305336459601,18.0,4.73,98109565.72790459
MA0101202308A0093522,1120011500,300.0,1.0,메가엠지씨커피,성수역점,3120052,333.9747642360855,32.0,4.075,74903604.56586556
MA010120220803750599,1120011500,300.0,1.0,Webconey,,3120052,333.9747642360855,0.0,,66999607.22555019
MA010120220813482205,1174010500,360.0,4.0,씽씽커피,,3130324,86.55998848725429,0.0,4.21,19449321.50175719
MA010120220800365399,1156012900,2.0,2.0,카페리시오,,3110760,152.50052755321335,0.0,4.77,85604536.67532419
MA010120220809778001,1174010800,444.0,3.0,삼광석회카페아셀,,3111062,467.45766263184373,0.0,4.4,45851220.736693375
MA010120220811889254,1120011400,13.0,330.0,웜히어,,3130070,76.82914642162814,94.0,5.0,142871044.6611063
MA010120220803776588,1120011400,13.0,304.0,커피볶는집낙타,,3130070,233.0540024633496,41.0,4.83,114424094.03678575
MA010120220814085547,1114010700,111.0,4.0,매머드익스프레스을지로,입구점,3120026,46.4090637176725,4.0,3.45,260587167.14681143
MA0101202409A0159982,1159010300,809.0,,카페레인보우,,3110835,144.2277843242976,101.0,4.9,
MA010120220811878493,1138010700,753.0,6.0,에그카페24,가좌점,3110469,72.3380749998658,3.0,5.0,3672139.9969243566
MA0101202406A0387719,1156013200,235.0,6.0,카페보스,신길점,3110805,574.7052443950888,0.0,,
MA0101202310A0089089,1123010800,42.0,84.0,컴포즈커피서울경희대점,,3120064,114.0494806137639,4.0,3.0,244673978.87413087
MA010120220804686815,1123010800,42.0,84.0,비브릿지,,3120064,114.0494806137639,0.0,,237352395.494837
MA010120220803173480,1130510100,164.0,57.0,까까당,,3110369,83.29212620946316,35.0,5.0,16034453.33950519
MA010120220808496271,1168010700,534.0,20.0,차밍디쉬,,3120186,91.64121452128875,0.0,4.66,50888706.997868754
MA010120220800128142,1168010700,534.0,20.0,빈스빈스커피가로수길점,,3120186,91.64121452128875,0.0,3.3,50888706.997868754
MA010120220804602992,1120011400,656.0,671.0,베러,,3110126,61.65054420869236,31.0,4.5,32796792.145818986
MA010120220805473485,1144011400,108.0,3.0,광흥창카페,,3110568,54.51040315700111,17.0,4.675,13360950.238978619
MA010120220803862561,1126010400,154.0,26.0,한잎,,3110250,85.30887080640944,15.0,4.495,
MA010120220811794725,1162010200,499.0,55.0,채플린커피호프,,3110858,111.97039896274431,0.0,,22449334.0903738
MA010120220807096965,1114016200,372.0,49.0,정정,,3130042,403.5873064979312,0.0,,15784669.152202193
MA0101202406A0245564,1154510200,876.0,2.0,놀면뭐하개,,3120134,183.87607829854093,0.0,3.7,30001527.03427378
MA010120220808607182,1168010100,671.0,31.0,카페아에,강남점,3110967,238.84901859727245,0.0,4.72,36281232.8709296
MA010120220812916557,1159010700,318.0,8.0,에스티이사사,,3130272,,34.0,4.545,
MA010120220802085837,1120010900,1777.0,,디무무,,3110109,88.83173350114798,0.0,5.0,17643556.69453128
MA010120220806440777,1154510200,1058.0,28.0,행스카페,,3110735,147.8290625644297,0.0,5.0,3510425.47843238
MA010120220811698001,1162010200,1694.0,,민스가베,,3130288,,0.0,,
MA010120220812691255,1168011100,598.0,,커스텀커피세곡점,,3110998,277.5327427633877,43.0,3.2,274085934.7619048
MA0101202303A0120594,1129013700,65.0,,요지트,,3110323,89.69708234576493,40.0,5.0,48398720.23879305
MA010120220806696567,1141011700,188.0,65.0,노란손수건,,3120093,149.60917852804778,6.0,4.865,142937463.97604543
MA010120220811715190,1114013800,14.0,2.0,설빙충무로점,,3120032,110.23290502647014,128.0,3.865,213626997.69079065
MA010120220814348210,1159010800,344.0,1.0,카페529,,3110824,215.83970543058567,0.0,,36830586.907522954
MA0106202406A2464833,1171010700,97.0,7.0,스타벅스,가락본동,3120234,263.9820556456071,124.0,4.390000000000001,305617244.94296294
MA0101202305A0102437,1117010200,1.0,510.0,끼,,3130060,46.389514960129326,0.0,,53296576.69900074
MA010120220805518649,1144010800,20.0,10.0,얀앤욘,,3110580,120.96982072439387,188.0,4.4,30131261.70486227
MA0101202302A0036296,1144012000,347.0,3.0,조블라,,3130191,85.61599972838945,365.0,4.8,365242778.407921
MA010120220812994293,1114016500,246.0,,로투스랩,,3130052,67.9590485373161,0.0,4.3,28834947.47328408
MA010120220812228674,1156013200,315.0,8.0,백스트로크,,3110787,54.056480582236325,0.0,,
MA0101202409A0149481,1156013200,315.0,8.0,커딕트커피CODDICTCOFFEE,,3110787,54.056480582236325,0.0,5.0,
MA0101202212A0039773,1117013100,790.0,12.0,세드릭커피컴퍼니,,3110096,64.32439762167552,0.0,,91019782.14048612
MA010120220803900848,1129012500,156.0,3.0,아임빈,,3110312,155.65009560945285,32.0,4.505,314950429.1816888
MA010120220800299599,1117012100,41.0,19.0,연진,,3130056,104.26319030901213,0.0,4.27,30766056.32557668
MA010120220802784599,1114016200,377.0,43.0,퀸즈베리도넛하우스,,3110049,76.605872483619,0.0,,42365772.50600355
MA010120220812985460,1165010100,900.0,37.0,방배동커피집,,3110922,40.90820960929259,65.0,4.685,35291537.98505285
MA0101202411A0119768,1165010100,900.0,37.0,비어니스트유기농베이커리,,3110922,40.90820960929259,43.0,4.875,30933896.48794674
MA010120220813164764,1141011200,34.0,21.0,베가니끄,,3130178,110.51310641949864,149.0,4.49,36823285.414938204
MA010120220806307820,1129013300,396.0,41.0,요거프레소,,3130117,178.15064592820258,10.0,4.4,31551329.392143104
MA0106202201A0655138,1168010100,701.0,2.0,원피앤에스,,3120204,895.6783719626648,0.0,,265903186.5285789
MA010120220810234062,1135010500,617.0,,빽다방노원문화의,거리점,3120081,384.32708352568795,27.0,3.3,215646447.99328136
MA0101202406A0542237,1111010600,105.0,,인텔리젠시아커피서촌,,3120002,185.17505208325215,767.0,3.1,363195720.5983471
MA010120220804848931,1147010100,1003.0,16.0,워니트리,,3110616,124.66106218494753,21.0,4.3,9150225.020749766
MA010120220814383277,1144012300,467.0,18.0,오늘의위로,,3110542,109.06499949532825,45.0,4.59,48501204.20889394
MA0101202303A0084047,1141011900,340.0,12.0,밍기적,,3110498,113.91657830405907,231.0,4.8,149030752.13127708
MA010120220810290434,1117013000,34.0,91.0,스위트이스트,,3130061,177.86129694153072,0.0,,
MA010120220814338014,1130510300,222.0,3.0,소소카페,,3110367,69.32325553059066,1.0,4.765000000000001,42109218.55623854
MA010120220807125288,1130510300,435.0,50.0,마을찻집마주이야기,,3110342,94.75203510034049,72.0,4.865,
MA0101202211A0059810,1117013000,44.0,18.0,매머드익스프레스용산,구청점,3110082,128.47038389492658,43.0,4.7,161180105.47740364
MA010120220800285981,1117012900,301.0,53.0,이디야커피,,3130058,1265.5517983200434,19.0,3.4050000000000002,23164723.05272488
MA010120220810206758,1123010300,137.0,510.0,일찍여는카페,,3110191,72.58136752432331,22.0,4.8,67180434.32520756
MA010120220809696895,1174010900,87.0,4.0,피카롱,,3111069,82.21343239267411,0.0,,16021013.88620291
MA010120220813600144,1156013300,756.0,4.0,이디야커피대림1동점,,3110779,140.73097660503066,8.0,4.140000000000001,
MA010120220804174431,1165010800,1580.0,6.0,오도레,,3120172,182.9937272837298,153.0,4.904999999999999,145650819.30155897
MA0101202406A0066910,1165010800,1580.0,6.0,커피베이서초사임당점,,3120172,182.9937272837298,0.0,,88136712.16490541
MA0101202310A0093831,1126010100,463.0,25.0,사가커피,,3130112,54.54360947629205,0.0,,10162510.300524287
MA0101202406A0179877,1144012400,239.0,45.0,케이오지,,3110562,88.0120504732169,60.0,5.0,82913193.83108322
MA0101202306A0060223,1156012600,36.0,33.0,할로,,3110757,65.71507305446029,49.0,5.0,72719951.96118028
MA010120220800375718,1162010200,755.0,14.0,샌드데이,미성점,3130278,176.22964732367336,0.0,,29616204.03426752
MA010120220809997484,1114010300,29.0,1.0,뉴서울호텔,시청지점,3120023,1051.2936799184536,65.0,3.565,495162022.90536785
MA010120220803108425,1147010300,114.0,18.0,뉴제로마켓,,3130202,67.22014600856072,0.0,,25411682.737611864
MA0101202306A0022618,1141011600,30.0,6.0,비엔나커피하우스,신촌점,3120094,145.89424858012723,153.0,4.475,344930831.1059
MA0101202209A0079458,1111017400,315.0,1.0,빽다방동묘역점,,3120017,93.12054347358581,15.0,4.62,141467998.19625214
MA0101202406A0263608,1174010800,429.0,10.0,더벤티,,3120245,254.01946520118,13.0,4.8,99639637.94532622
MA0101202308A0067110,1171010100,211.0,,별콩다방,잠실새내점,3130311,153.30842804775267,177.0,5.0,85716743.8985885
MA010120220800218802,1144012100,148.0,3.0,낙랑파라,,3110564,61.16207060293343,1081.0,3.725,160018186.0446646
MA0101202409A0029994,1114013200,132.0,12.0,헤이키커피충무로점,,3120032,259.8896908112568,4.0,5.0,181706208.37813973
MA010120220813058298,1121510300,218.0,37.0,만렙커피,구의점,3120059,613.3212003827341,16.0,4.705,165144626.19651324
MA010120220808471756,1126010200,101.0,,이디야상봉,중앙점,3120069,844.3392112299209,31.0,4.0,119351487.91133639
MA0101202406A0144081,1126010200,101.0,,빽다방상봉이지,팰리스점,3120069,844.3392112299209,21.0,5.0,102276729.16945735
MA010120220800323883,1117013600,260.0,7.0,빅벨에프앤비,,3130062,480.50974068808404,0.0,,
MA010120220802902996,1171010100,188.0,,신천비버리지,,3120225,170.5028610476197,0.0,,308933468.6000815
MA010120220809576129,1117010200,1.0,486.0,잎차,,3130060,119.13023317060411,229.0,4.1,152180788.44312406
MA010120220812495554,1130510100,860.0,289.0,커피에반하다,,3120078,159.16080650131624,0.0,,65424840.704447545
MA0101202211A0029659,1144012400,227.0,16.0,부트카페,,3130192,135.60756493089193,681.0,3.9,67230105.52853906
MA010120220807131467,1130510100,860.0,188.0,아마스빈미아사거리역점,,3120078,101.89418368885252,29.0,4.720000000000001,205253363.91597208
MA010120220804785986,1117010500,81.0,3.0,골드버튼커피,,3120045,199.89910798092714,459.0,3.9,340371356.57429487
MA010120220808462068,1117013000,123.0,32.0,에이치지케이그룹이태원지점,,3120046,169.85871710684725,0.0,,217147905.9650272
MA010120220803496779,1114013400,189.0,22.0,은정,,3130032,154.32838434324492,0.0,4.36,5980600.378831
MA0101202210A0062380,1162010200,727.0,15.0,모크커피;MOCC,,3130278,33.99856979849522,0.0,,16232150.143489998
MA0106202211A1669540,1162010200,727.0,15.0,뫀커피점,,3130278,33.99856979849522,0.0,4.9,16232150.143489998
MA010120220805470693,1168010100,700.0,14.0,발렙,,3130306,177.61361446676574,0.0,,64826393.20390868
MA0101202307A0099353,1117012500,53.0,4.0,골든볼,,3110073,43.62008578811482,0.0,4.57,
MA0106202411A0018078,1165010100,444.0,8.0,채가/구테로이테,사당점,3120160,45.056639580530984,0.0,3.7,52102721.435578175
MA010120220800804852,1165010100,444.0,8.0,정,,3120160,45.056639580530984,0.0,4.41,52102721.435578175
MA010120220806419607,1168010500,39.0,9.0,리드커피스탠드,,3120207,112.78565069113847,0.0,4.73,36033246.85109316
MA010120220805421451,1117013100,790.0,10.0,더룸컴퍼니,,3110096,79.298602675056,369.0,3.75,304504772.3648373
MA010120220804694949,1165010100,444.0,3.0,노아스로스팅파스텔시티점,,3120160,646.4293513060617,150.0,2.4,279009461.8735236
MA0101202311A0072473,1165010100,444.0,3.0,카페봄울,,3120160,646.4293513060617,11.0,2.7,223511882.91157025
MA010120220800823163,1165010100,444.0,3.0,페라주,,3120160,646.4293513060617,0.0,,219119988.17357394
MA0101202305A0051691,1168010400,128.0,24.0,글레이트,,3110987,,0.0,,
MA010120220802633659,1117013100,790.0,4.0,이루리,,3110096,88.06435919864363,0.0,,105121388.4154931
MA0106202201A0153185,1165010100,761.0,6.0,커피빈방배카페골목점,코리아,3120162,274.46567194222774,51.0,4.41,997486703.5787462
MA010120220814331232,1135010300,438.0,2.0,공차서울과학기술대점,,3110435,247.19712878042588,0.0,3.4,76766329.47942255
MA0101202302A0097145,1114016200,217.0,94.0,메가엠지씨커피동평화점,동대문,3130048,58.07809832943918,0.0,4.5,28195689.560122754
MA010120220805196300,1147010300,205.0,35.0,서서울,,3110596,141.7256667767611,134.0,4.58,40343183.757070236
MA010120220813578096,1162010200,1596.0,1.0,죠아찌쥬스,,3130283,99.30415243359394,0.0,,
MA010120220800219008,1144012000,347.0,6.0,더에일,,3130191,102.16440217287517,20.0,4.15,161987728.85590023
MA010120220800623752,1138011000,186.0,11.0,한국농아인협회서울특별시협회은평구지회사,,3110449,231.70184704285992,0.0,,34715636.777039275
MA010120220804965359,1147010200,408.0,44.0,미미씨,,3110621,98.28036797661152,26.0,5.0,65715579.92085688
MA010120220808111060,1111014800,99.0,12.0,어텐디북촌점,,3120007,81.40877637800085,369.0,4.33,407391058.43728685
MA010120220806991297,1121510700,7.0,3.0,위드미건대입구역점,,3120053,292.80322067732413,0.0,,216190347.28578004
MA010120220810286763,1141011100,167.0,41.0,세움사회적협동조합,,3110522,79.01894584739485,0.0,,2935418.1829514625
MA010120220810297663,1144012000,347.0,24.0,버티컬,,3130191,118.57028682101847,827.0,3.8,675987966.5812571
MA010120220811898951,1114011500,130.0,,10꼬르소꼬모카페,,3001492,1282.7670132056642,588.0,3.5549999999999997,5236614588.0571165
MA010120220803494289,1114011500,130.0,,10꼬르소꼬모,,3001492,1282.7670132056642,588.0,3.5549999999999997,5236614588.0571165
