상권_코드,총_유동인구,상권_카페수,상권명,행정동,성공률,상권_면적_m2,인구_밀집도(명/500m2),카페_밀집도(개/500m2),성공률_표시,인구_밀집도_표시,카페_밀집도_표시,최대_월세,최대_보증금,최대_면적,최대_성공확률
3110154,1725742.0,9,광진정말공원,자양1동,22.2,102102.0,8451.1,0.044,22.2%,8451.1명/500m²,0.044개/500m² (총 9개),700.0,12000.0,176.0,0.6648370843836225
3110155,1034700.0,7,광진구청,자양1동,57.1,97314.0,5316.3,0.036,57.1%,5316.3명/500m²,0.036개/500m² (총 7개),1800.0,20000.0,730.0,0.6245726254706675
3110156,938656.0,8,군자역 5번,능동,12.5,153696.0,3053.6,0.026,12.5%,3053.6명/500m²,0.026개/500m² (총 8개),700.0,10000.0,132.0,0.6896293766191904
3110157,1398949.0,11,자양동우체국,자양2동,20.0,115158.0,6074.0,0.048,20.0%,6074.0명/500m²,0.048개/500m² (총 11개),650.0,10000.0,226.0,0.6934844881760373
3110158,3090011.0,6,중곡3동주민센터,중곡3동,16.7,166799.0,9262.7,0.018,16.7%,9262.7명/500m²,0.018개/500m² (총 6개),270.0,45000.0,198.0,0.6294884514960665
3110159,3558945.999999999,14,구의역 4번,자양1동,7.7,210895.0,8437.7,0.033,7.7%,8437.7명/500m²,0.033개/500m² (총 14개),1240.0,30000.0,327.0,0.6624205027795252
3110160,0.0,4,광진경찰서,구의1동,29.0,47848.0,0.0,0.042,29.0%,0.0명/500m²,0.042개/500m² (총 4개),500.0,5000.0,148.0,0.639521125909616
3110161,596624.0,9,중곡역 3번,중곡3동,44.4,141901.0,2102.3,0.032,44.4%,2102.3명/500m²,0.032개/500m² (총 9개),400.0,45000.0,205.0,0.7233664369556597
3110162,371032.0,5,군자역 4번,중곡2동,60.0,70945.0,2614.9,0.035,60.0%,2614.9명/500m²,0.035개/500m² (총 5개),320.0,4000.0,165.0,0.708181745880516
3110163,556486.0,7,성자초등학교,자양2동,28.6,66483.0,4185.2,0.053,28.6%,4185.2명/500m²,0.053개/500m² (총 7개),560.0,50000.0,190.0,0.6963062838467214
3110164,0.0,3,아차산역 5번,능동,29.0,85050.0,0.0,0.018,29.0%,0.0명/500m²,0.018개/500m² (총 3개),90.0,42000.0,49.0,0.6792869665808625
3110165,703884.0,6,국립정신건강센터,중곡2동,16.7,95687.0,3678.1,0.031,16.7%,3678.1명/500m²,0.031개/500m² (총 6개),300.0,5000.0,110.0,0.6599973138817045
3110166,1632471.6923076923,13,구의1동주민센터,구의1동,33.3,131620.0,6201.5,0.049,33.3%,6201.5명/500m²,0.049개/500m² (총 13개),520.0,50000.0,187.0,0.7040798233509692
3110167,1576625.0,10,용마초등학교,중곡2동,30.0,154354.0,5107.2,0.032,30.0%,5107.2명/500m²,0.032개/500m² (총 10개),400.0,7000.0,280.0,0.6441380269102394
3110168,0.0,6,대원고등학교,중곡4동,29.0,58514.0,0.0,0.051,29.0%,0.0명/500m²,0.051개/500m² (총 6개),594.0,10000.0,475.0,0.6638355508097581
3110169,597813.0,4,성동초등학교,자양2동,0.0,75500.0,3959.0,0.026,0.0%,3959.0명/500m²,0.026개/500m² (총 4개),600.0,5000.0,264.0,0.5716581302191072
3110170,2181942.0,7,동대부여고,구의1동,42.9,120727.0,9036.7,0.029,42.9%,9036.7명/500m²,0.029개/500m² (총 7개),260.0,4000.0,195.0,0.6788512786303653
3110172,0.0,10,광진초등학교,구의2동,29.0,95499.0,0.0,0.052,29.0%,0.0명/500m²,0.052개/500m² (총 10개),500.0,30000.0,165.0,0.6858595457308971
3110173,340037.0,6,구남초등학교,구의3동,50.0,49267.0,3451.0,0.061,50.0%,3451.0명/500m²,0.061개/500m² (총 6개),1200.0,140000.0,332.0,0.6995823329074551
3110174,694905.0,9,아차산역 1번,중곡4동,33.3,103458.0,3358.4,0.043,33.3%,3358.4명/500m²,0.043개/500m² (총 9개),465.0,4000.0,132.0,0.6814868632229617
3110175,985614.0000000002,9,푸른동산공원,구의3동,33.3,96115.0,5127.3,0.047,33.3%,5127.3명/500m²,0.047개/500m² (총 9개),1800.0,20000.0,512.0,0.667258773487703
3110176,1352766.9999999998,12,해오름공원,중곡4동,9.1,135318.0,4998.5,0.044,9.1%,4998.5명/500m²,0.044개/500m² (총 12개),230.0,135000.0,85.0,0.544659041953742
3110177,0.0,4,동의초등학교,구의2동,29.0,29079.0,0.0,0.069,29.0%,0.0명/500m²,0.069개/500m² (총 4개),140.0,2000.0,66.0,0.667082611773868
3110178,360734.0,7,장로회신학대학교,광장동,57.1,45933.0,3926.7,0.076,57.1%,3926.7명/500m²,0.076개/500m² (총 7개),400.0,7000.0,191.0,0.7407265814954291
3110179,336979.1666666666,6,광나루역 1번,광장동,40.0,42085.0,4003.6,0.071,40.0%,4003.6명/500m²,0.071개/500m² (총 6개),3800.0,60000.0,1112.0,0.5882924743804497
3110180,237194.66666666663,11,광진정보도서관,광장동,50.0,74699.0,1587.7,0.074,50.0%,1587.7명/500m²,0.074개/500m² (총 11개),600.0,45000.0,203.0,0.6955645671424934
3110181,0.0,4,신설동역 9번,용신동,29.0,141747.0,0.0,0.014,29.0%,0.0명/500m²,0.014개/500m² (총 4개),2000.0,10000.0,281.0,0.63450561559894
3110182,0.0,1,용두희망어린이공원,용신동,29.0,59118.0,0.0,0.008,29.0%,0.0명/500m²,0.008개/500m² (총 1개),300.0,360000.0,238.0,0.381662822103771
3110183,284655.6,5,한국의류시험연구원,용신동,40.0,43441.0,3276.3,0.058,40.0%,3276.3명/500m²,0.058개/500m² (총 5개),150.0,2000.0,42.0,0.5870853033151603
3110184,0.0,2,용두사거리,용신동,29.0,24379.0,0.0,0.041,29.0%,0.0명/500m²,0.041개/500m² (총 2개),140.0,2000.0,70.0,0.557023867849482
3110185,0.0,1,용두초등학교,용신동,29.0,28847.0,0.0,0.017,29.0%,0.0명/500m²,0.017개/500m² (총 1개),150.0,2000.0,65.0,0.6246428241845449
3110186,0.0,3,종암초등학교,제기동,29.0,22890.0,0.0,0.066,29.0%,0.0명/500m²,0.066개/500m² (총 3개),400.0,4000.0,198.0,0.6233202300956749
3110187,1576319.4000000001,11,제기동역 6번,용신동,0.0,159981.0,4926.6,0.034,0.0%,4926.6명/500m²,0.034개/500m² (총 11개),480.0,50000.0,231.0,0.6755938486836286
3110188,562864.0,6,용두동신동아아파트,용신동,0.0,152517.0,1845.3,0.02,0.0%,1845.3명/500m²,0.02개/500m² (총 6개),330.0,120000.0,124.0,0.6477256034204036
3110189,0.0,4,제기동역 1번,제기동,29.0,88499.0,0.0,0.023,29.0%,0.0명/500m²,0.023개/500m² (총 4개),400.0,5000.0,280.0,0.5768542839361241
3110190,347994.3333333334,9,고대앞사거리,제기동,14.3,101416.0,1715.7,0.044,14.3%,1715.7명/500m²,0.044개/500m² (총 9개),240.0,30000.0,102.0,0.7511879868986217
3110191,816881.0,13,고려대역 6번,제기동,30.0,79173.0,5158.8,0.082,30.0%,5158.8명/500m²,0.082개/500m² (총 13개),150.0,3000.0,182.0,0.7040932686389593
3110192,123155.0,2,동의보감타워,용신동,0.0,33231.0,1853.0,0.03,0.0%,1853.0명/500m²,0.03개/500m² (총 2개),140.0,190260.0,130.0,0.5207101290304094
3110193,0.0,4,고려대역 4번,제기동,29.0,67780.0,0.0,0.03,29.0%,0.0명/500m²,0.03개/500m² (총 4개),200.0,3000.0,96.0,0.4473747875227914
3110194,0.0,1,홍파초등학교,제기동,29.0,87946.0,0.0,0.006,29.0%,0.0명/500m²,0.006개/500m² (총 1개),500.0,90000.0,210.0,0.4474346533260285
3110195,958314.0,5,동대문구청,용신동,40.0,115383.0,4152.8,0.022,40.0%,4152.8명/500m²,0.022개/500m² (총 5개),700.0,182200.0,188.0,0.6407048826139932
3110197,0.0,3,세종대왕기념관교차로,청량리동,0.0,24771.0,0.0,0.061,0.0%,0.0명/500m²,0.061개/500m² (총 3개),,,,
3110199,0.0,2,홍릉시장,제기동,29.0,69877.0,0.0,0.014,29.0%,0.0명/500m²,0.014개/500m² (총 2개),150.0,330000.0,221.0,0.6412931999255724
3110200,0.0,1,동대문경찰서,청량리동,29.0,35357.0,0.0,0.014,29.0%,0.0명/500m²,0.014개/500m² (총 1개),,,,
3110201,161479.0,2,전농119안전센터,전농1동,0.0,24149.0,3343.4,0.041,0.0%,3343.4명/500m²,0.041개/500m² (총 2개),150.0,2000.0,67.0,0.3469244025743219
3110203,426947.0,2,떡전교사거리,청량리동,50.0,46180.0,4622.6,0.022,50.0%,4622.6명/500m²,0.022개/500m² (총 2개),300.0,3000.0,343.0,0.624473629741727
3110204,842570.3999999999,11,간데메공원,전농1동,9.1,122554.0,3437.5,0.045,9.1%,3437.5명/500m²,0.045개/500m² (총 11개),700.0,130000.0,521.0,0.6581925556534182
3110205,919795.294117647,19,경희대삼거리,회기동,33.3,88816.0,5178.1,0.107,33.3%,5178.1명/500m²,0.107개/500m² (총 19개),350.0,5000.0,263.0,0.7244567287317627
3110206,885224.7272727274,11,텃골근린공원,전농1동,36.4,100623.0,4398.7,0.055,36.4%,4398.7명/500m²,0.055개/500m² (총 11개),300.0,2000.0,116.0,0.6571174413166788
3110207,553986.0,3,시립대앞사거리,전농1동,100.0,29327.0,9445.0,0.051,100.0%,9445.0명/500m²,0.051개/500m² (총 3개),300.0,3000.0,163.0,0.6438570284204886
3110208,0.0,2,시조사삼거리,청량리동,29.0,42223.0,0.0,0.024,29.0%,0.0명/500m²,0.024개/500m² (총 2개),1000.0,20000.0,141.0,0.6498356059338097
3110209,0.0,1,답십리 장령당공원,답십리1동,29.0,27972.0,0.0,0.018,29.0%,0.0명/500m²,0.018개/500m² (총 1개),472.0,5000.0,284.0,0.6180435980721674
3110210,1577462.4000000001,12,서울시립대,전농2동,16.7,110970.0,7107.6,0.054,16.7%,7107.6명/500m²,0.054개/500m² (총 12개),380.0,15000.0,185.0,0.6610038297723767
3110211,844493.6666666666,6,전곡마을마당공원,전농1동,50.0,126403.0,3340.5,0.024,50.0%,3340.5명/500m²,0.024개/500m² (총 6개),400.0,169470.0,172.0,0.6730517383265621
3110212,416325.85714285716,14,답십리초등학교,답십리1동,30.8,80982.0,2570.5,0.086,30.8%,2570.5명/500m²,0.086개/500m² (총 14개),600.0,100000.0,282.0,0.6349822596086186
3110213,96284.25,4,청량초등학교,이문1동,50.0,35455.0,1357.8,0.056,50.0%,1357.8명/500m²,0.056개/500m² (총 4개),500.0,7000.0,304.0,0.6915461071224048
3110214,1334987.1428571427,16,경희대후문,이문1동,46.7,79862.0,8358.1,0.1,46.7%,8358.1명/500m²,0.1개/500m² (총 16개),300.0,6000.0,130.0,0.6908218431943194
3110215,287573.3333333333,3,회기역 1번,휘경1동,33.3,51478.0,2793.2,0.029,33.3%,2793.2명/500m²,0.029개/500m² (총 3개),180.0,2000.0,167.0,0.5792241452539307
3110216,0.0,3,전농중학교,전농2동,0.0,65069.0,0.0,0.023,0.0%,0.0명/500m²,0.023개/500m² (총 3개),200.0,110000.0,198.0,0.7439959266813314
3110217,0.0,1,자동차부품상가,답십리2동,29.0,56649.0,0.0,0.009,29.0%,0.0명/500m²,0.009개/500m² (총 1개),75.0,58000.0,42.0,0.6168226040360447
3110218,0.0,4,답십리사거리,답십리2동,25.0,82160.0,0.0,0.024,25.0%,0.0명/500m²,0.024개/500m² (총 4개),550.0,115000.0,237.0,0.6843871366875525
3110219,699781.4285714285,23,삼육보건대학교,휘경2동,27.3,179445.0,1949.8,0.064,27.3%,1949.8명/500m²,0.064개/500m² (총 23개),800.0,15000.0,253.0,0.6636584598510534
3110220,740961.4736842106,19,외대앞역 1번,이문1동,26.3,98625.0,3756.5,0.096,26.3%,3756.5명/500m²,0.096개/500m² (총 19개),2000.0,30000.0,606.0,0.66617063301993
3110221,199146.0,4,의릉,석관동,33.3,47130.0,2112.7,0.042,33.3%,2112.7명/500m²,0.042개/500m² (총 4개),220.0,210000.0,167.0,0.5154423890571801
3110223,0.0,2,군자초등학교,장안1동,29.0,43581.0,0.0,0.023,29.0%,0.0명/500m²,0.023개/500m² (총 2개),80.0,1000.0,39.0,0.6625304558803533
3110224,0.0,2,외대앞역 2번,이문1동,0.0,45770.0,0.0,0.022,0.0%,0.0명/500m²,0.022개/500m² (총 2개),300.0,112689.0,105.0,0.6902351676273586
3110225,218122.0,3,촬영소사거리,답십리2동,33.3,54806.0,1989.9,0.027,33.3%,1989.9명/500m²,0.027개/500m² (총 3개),300.0,5000.0,211.0,0.668144141289556
3110226,1713192.5999999999,17,장안1동주민센터,장안1동,5.9,285861.0,2996.5,0.03,5.9%,2996.5명/500m²,0.03개/500m² (총 17개),1050.0,110000.0,366.0,0.6534141882512631
3110227,249269.0,6,답십리공원,답십리2동,20.0,55458.0,2247.4,0.054,20.0%,2247.4명/500m²,0.054개/500m² (총 6개),700.0,1170000.0,3711.0,0.5436130888916338
3110228,639974.8,6,장안근린공원,장안2동,33.3,177937.0,1798.3,0.017,33.3%,1798.3명/500m²,0.017개/500m² (총 6개),460.0,280000.0,633.0,0.6604490522759953
3110229,369080.8888888889,10,장평중학교,장안1동,30.0,205648.0,897.4,0.024,30.0%,897.4명/500m²,0.024개/500m² (총 10개),560.0,160000.0,280.0,0.6518045693702913
3110230,625977.0,4,장안현대홈타운1차아파트,장안2동,50.0,79796.0,3922.4,0.025,50.0%,3922.4명/500m²,0.025개/500m² (총 4개),900.0,135600.0,330.0,0.6868272117665505
3110231,0.0,2,장안교,휘경2동,29.0,8256.0,0.0,0.121,29.0%,0.0명/500m²,0.121개/500m² (총 2개),150.0,58000.0,79.0,0.5108453333697865
3110232,337562.6666666667,11,동대부고,장안2동,40.0,104535.0,1614.6,0.053,40.0%,1614.6명/500m²,0.053개/500m² (총 11개),900.0,38500.0,396.0,0.6917276209966912
3110234,0.0,4,중랑역 4번,중화2동,29.0,58421.0,0.0,0.034,29.0%,0.0명/500m²,0.034개/500m² (총 4개),1000.0,220000.0,181.0,0.5439460600409373
3110235,0.0,2,세화어린이공원,중화2동,29.0,32631.0,0.0,0.031,29.0%,0.0명/500m²,0.031개/500m² (총 2개),,,,
3110236,1680486.9999999993,9,신묵초등학교,묵2동,33.3,180650.0,4651.2,0.025,33.3%,4651.2명/500m²,0.025개/500m² (총 9개),230.0,70000.0,241.0,0.7248772313893261
3110237,781522.0000000001,8,메가박스 상봉,상봉2동,50.0,124410.0,3140.9,0.032,50.0%,3140.9명/500m²,0.032개/500m² (총 8개),840.0,310000.0,300.0,0.6423718212028935
3110238,0.0,1,배꽃어린이공원,중화2동,29.0,29174.0,0.0,0.017,29.0%,0.0명/500m²,0.017개/500m² (총 1개),90.0,2000.0,56.0,0.4364610020876662
3110239,0.0,2,중랑역 2번,중화2동,29.0,10368.0,0.0,0.096,29.0%,0.0명/500m²,0.096개/500m² (총 2개),250.0,7300.0,74.0,0.3612420847192862
3110240,681693.0,3,태릉시장 특화거리,중화2동,0.0,45536.0,7485.2,0.033,0.0%,7485.2명/500m²,0.033개/500m² (총 3개),450.0,5000.0,265.0,0.6883092704092606
3110241,997773.0,10,먹골역 5번,묵2동,30.0,99076.0,5035.4,0.05,30.0%,5035.4명/500m²,0.05개/500m² (총 10개),700.0,10000.0,413.0,0.6152943475773823
3110242,0.0,5,면목5동주민센터,면목5동,29.0,105010.0,0.0,0.024,29.0%,0.0명/500m²,0.024개/500m² (총 5개),400.0,5000.0,206.0,0.5579495051140753
3110243,425109.22222222225,9,중랑노인종합복지관,면목2동,0.0,128302.0,1656.7,0.035,0.0%,1656.7명/500m²,0.035개/500m² (총 9개),350.0,6000.0,191.0,0.6942187325313637
3110244,853670.125,8,중화역 4번,중화2동,0.0,63066.0,6768.1,0.063,0.0%,6768.1명/500m²,0.063개/500m² (총 8개),2000.0,20000.0,300.0,0.700491809546013
3110245,0.0,1,KB국민은행 중화동지점,중화2동,29.0,62374.0,0.0,0.008,29.0%,0.0명/500m²,0.008개/500m² (총 1개),300.0,5000.0,66.0,0.5824904664353744
3110246,1157527.5,6,월드순복음교회,상봉2동,40.0,87353.0,6625.6,0.034,40.0%,6625.6명/500m²,0.034개/500m² (총 6개),580.0,10000.0,397.0,0.6856946553101635
3110247,2015952.0,7,먹골역 1번,묵1동,33.3,148439.0,6790.5,0.024,33.3%,6790.5명/500m²,0.024개/500m² (총 7개),1750.0,30000.0,666.0,0.6716241300554846
3110248,0.0,2,먹골파출소,묵1동,29.0,37643.0,0.0,0.027,29.0%,0.0명/500m²,0.027개/500m² (총 2개),150.0,3000.0,111.0,0.6499339821690913
3110249,1611423.0,9,중화역 1번,중화1동,33.3,170317.0,4730.7,0.026,33.3%,4730.7명/500m²,0.026개/500m² (총 9개),500.0,10000.0,227.0,0.6459554080330645
3110250,0.0,3,화랑대역 7번,묵1동,29.0,39367.0,0.0,0.038,29.0%,0.0명/500m²,0.038개/500m² (총 3개),250.0,3000.0,226.0,0.5751292396478054
3110251,716965.0,3,장안중학교,중화1동,33.3,90556.0,3958.7,0.017,33.3%,3958.7명/500m²,0.017개/500m² (총 3개),600.0,5000.0,286.0,0.6485979715384773
3110252,0.0,8,장안제일시장,면목5동,29.0,121544.0,0.0,0.033,29.0%,0.0명/500m²,0.033개/500m² (총 8개),390.0,38000.0,165.0,0.7038376654404581
3110253,0.0,4,중곡초등학교,면목4동,29.0,86503.0,0.0,0.023,29.0%,0.0명/500m²,0.023개/500m² (총 4개),150.0,50000.0,116.0,0.6932821321907654
3110254,2924613.0000000005,7,오거리공원,면목4동,16.7,165615.0,8829.6,0.021,16.7%,8829.6명/500m²,0.021개/500m² (총 7개),185.0,3000.0,126.0,0.6712956111013161
3110255,2335481.0,10,상봉역 4번,상봉2동,10.0,191245.0,6106.0,0.026,10.0%,6106.0명/500m²,0.026개/500m² (총 10개),1500.0,32000.0,614.0,0.6747654536701125
3110256,1411421.0,6,면목2동체육관,면목2동,33.3,221861.0,3180.9,0.014,33.3%,3180.9명/500m²,0.014개/500m² (총 6개),500.0,50000.0,319.0,0.6172848548790161
3110257,0.0,4,상봉역 7번,상봉1동,29.0,114328.0,0.0,0.017,29.0%,0.0명/500m²,0.017개/500m² (총 4개),280.0,4000.0,95.0,0.6554601687710412
3110258,493590.66666666674,6,면동초등학교,면목본동,60.0,111432.0,2214.8,0.027,60.0%,2214.8명/500m²,0.027개/500m² (총 6개),2150.0,25000.0,631.0,0.7021381282695998
3110259,1113471.0,7,사가정역 1번,면목3.8동,57.1,86298.0,6451.3,0.041,57.1%,6451.3명/500m²,0.041개/500m² (총 7개),380.0,35000.0,244.0,0.6822569512790495
3110260,722634.5,2,면목역 3번,면목본동,0.0,65941.0,5479.4,0.015,0.0%,5479.4명/500m²,0.015개/500m² (총 2개),350.0,10000.0,270.0,0.5627554982138063
3110261,1509983.0,9,사가정역 4번,면목7동,0.0,109503.0,6894.7,0.041,0.0%,6894.7명/500m²,0.041개/500m² (총 9개),400.0,7000.0,154.0,0.6615948525766973
3110262,1776192.0,6,상봉역 3번,상봉2동,20.0,121975.0,7281.0,0.025,20.0%,7281.0명/500m²,0.025개/500m² (총 6개),780.0,170000.0,222.0,0.6558099745484306
3110263,1322860.0,2,면목역 1번,면목본동,0.0,152104.0,4348.5,0.007,0.0%,4348.5명/500m²,0.007개/500m² (총 2개),580.0,23000.0,529.0,0.5861815215192271
3110264,2852010.0,11,면목역 2번,면목본동,30.0,216948.0,6573.0,0.025,30.0%,6573.0명/500m²,0.025개/500m² (총 11개),400.0,400000.0,1032.0,0.6353574737015837
3110265,332123.3333333334,6,망우역 1번,망우본동,60.0,164846.0,1007.4,0.018,60.0%,1007.4명/500m²,0.018개/500m² (총 6개),700.0,10000.0,992.0,0.6684764499189073
3110266,1418207.0,3,면목동우체국,면목3.8동,0.0,114047.0,6217.6,0.013,0.0%,6217.6명/500m²,0.013개/500m² (총 3개),620.0,18000.0,163.0,0.643951449202812
3110267,993769.0,9,망우역 2번,상봉1동,25.0,125682.0,3953.5,0.036,25.0%,3953.5명/500m²,0.036개/500m² (총 9개),340.0,40000.0,267.0,0.6658115240347063
3110268,605043.0,3,망우3동주민센터,망우3동,66.7,71237.0,4246.7,0.021,66.7%,4246.7명/500m²,0.021개/500m² (총 3개),250.0,3000.0,138.0,0.7610872188984479
3110269,0.0,2,용마문화복지센터,면목3.8동,29.0,50066.0,0.0,0.02,29.0%,0.0명/500m²,0.02개/500m² (총 2개),260.0,3000.0,89.0,0.4631164325964333
3110270,207947.0,3,혜원여고,망우3동,66.7,35644.0,2917.0,0.042,66.7%,2917.0명/500m²,0.042개/500m² (총 3개),300.0,6000.0,108.0,0.6074092953826875
3110271,0.0,2,신내역 1번,신내1동,29.0,112596.0,0.0,0.009,29.0%,0.0명/500m²,0.009개/500m² (총 2개),150.0,2000.0,125.0,0.7235008613949142
3110272,1276143.0,23,신내1동주민센터,신내1동,31.8,146352.0,4359.8,0.079,31.8%,4359.8명/500m²,0.079개/500m² (총 23개),2300.0,70000.0,1439.0,0.7127071460266692
3110273,724576.9999999999,4,장스여성병원,신내1동,75.0,69230.0,5233.1,0.029,75.0%,5233.1명/500m²,0.029개/500m² (총 4개),300.0,5000.0,264.0,0.5275811686541194
3110274,1371252.0,17,서일대학교,면목3.8동,11.8,164098.0,4178.1,0.052,11.8%,4178.1명/500m²,0.052개/500m² (총 17개),370.0,6000.0,396.0,0.6282096327782126
3110275,465058.0,5,하나은행 망우동지점,망우본동,0.0,35477.0,6554.4,0.07,0.0%,6554.4명/500m²,0.07개/500m² (총 5개),330.0,5000.0,199.0,0.5573129000151673
3110276,0.0,3,신내IC북측,신내1동,29.0,118914.0,0.0,0.013,29.0%,0.0명/500m²,0.013개/500m² (총 3개),500.0,20000.0,223.0,0.6883714926140201
3110277,869531.0,5,러스크서울병원,망우본동,0.0,118173.0,3679.1,0.021,0.0%,3679.1명/500m²,0.021개/500m² (총 5개),2000.0,40000.0,770.0,0.6780165007289235
3110278,796399.0,13,망우본동주민센터,망우본동,23.1,137523.0,2895.5,0.047,23.1%,2895.5명/500m²,0.047개/500m² (총 13개),250.0,5000.0,228.0,0.6362070985983376
3110279,0.0,3,신내역 2번,신내1동,29.0,481217.0,0.0,0.003,29.0%,0.0명/500m²,0.003개/500m² (총 3개),400.0,135000.0,123.0,0.5800296010974801
3110280,206349.75,4,북정마을,성북동,25.0,151078.0,682.9,0.013,25.0%,682.9명/500m²,0.013개/500m² (총 4개),,,,
3110281,0.0,1,길상사,성북동,29.0,244583.0,0.0,0.002,29.0%,0.0명/500m²,0.002개/500m² (총 1개),600.0,10000.0,176.0,0.3623086149348778
3110282,0.0,3,국민대학교앞,정릉3동,29.0,69438.0,0.0,0.022,29.0%,0.0명/500m²,0.022개/500m² (총 3개),140.0,3000.0,59.0,0.6921172162775977
3110283,170935.0,5,성북초등학교앞,성북동,20.0,42242.0,2023.3,0.059,20.0%,2023.3명/500m²,0.059개/500m² (총 5개),350.0,180000.0,91.0,0.464196833975426
3110284,0.0,3,정릉북한산국립공원입구,정릉4동,29.0,57402.0,0.0,0.026,29.0%,0.0명/500m²,0.026개/500m² (총 3개),80.0,2000.0,94.0,0.4382771796922047
