상가업소번호,상호명,지점명,TRDAR_CD,법정동코드,지번본번지,지번부번지,건물관리번호,지번,고유번호,연면적,건축물면적(㎡),커버건축물면적,커버연면적
MA010120220805156221,로스티드바이,,3110755,1154510300,244,50,1154510300102440050004190,244-50,1.15451030010244e+18,299.16,77.84,77.84,299.16
MA010120220806610132,마피아백다방,,3130050,1114016200,193,2,1114016200101930002023168,193-2,1.11401620010193e+18,36325.35,3100.34,1033.4466666666667,12108.449999999999
MA010120220812118389,별다방,,3130050,1114016200,193,2,1114016200101930002023168,193-2,1.11401620010193e+18,36325.35,3100.34,1033.4466666666667,12108.449999999999
MA010120220805243579,이트커피,,3130050,1114016200,193,2,1114016200101930002023168,193-2,1.11401620010193e+18,36325.35,3100.34,1033.4466666666667,12108.449999999999
MA010120220807821180,비바라비다,,3130016,1111017400,436,78,1111017400104360078005909,436-78,1.1110174001043601e+18,4735.03,0.0,0.0,4735.03
MA010120220803495685,카페달콤한오늘,,3130051,1114016200,846,0,1114016200108460000004270,846,1.11401620010846e+18,16117.88,1676.23,1676.23,16117.88
MA0101202406A0132772,그라미,성신여대점,3120072,1129011600,2,16,1129011600100020002044968,2-16,1.12901160010002e+18,0.0,0.0,0.0,0.0
MA010120220808569664,예설스페이스,,3110179,1121510400,245,8,1121510400102450008010540,245-8,1.12151040010245e+18,494.28,110.43,110.43,494.28
MA010120220809788368,하나원컴퍼니,,3110026,1111016400,228,13,1111016400102280013011669,228-13,,,,,
MA0101202409A0101727,봉명동내커피,성북점,3110314,1129013500,82,43,1129013500100820057021605,82-43,1.1290135001008201e+18,98.24,58.74,58.74,98.24
MA010120220813750887,할루카연구소,,3110938,1165010200,120,10,1165010200101200010005733,120-10,1.1650102001012001e+18,538.2,110.4,110.4,538.2
MA010120220813713548,아리스타충무로점,,3120030,1114012500,49,4,1114012500100490004019744,49-4,1.11401250010049e+18,674.11,94.74,94.74,674.11
MA010120220813996290,오살랑마켓,,3110402,1132010600,675,16,1132010600106750016004094,675-16,1.13201060010675e+18,454.34,99.94,99.94,454.34
MA0101202409A0232651,오늘의커피,,3110470,1138010700,117,16,1138010700101170016024113,117-16,1.13801070010117e+18,593.07,106.77,106.77,593.07
MA010120220800440925,라온,,3110812,1156013200,4346,3,1156013200143460003000001,4346-3,1.15601320014346e+18,435.96,96.96,96.96,435.96
MA0101202406A0088328,메가엠지씨커피구로고척,시장점,3130227,1153010600,51,18,1153010600100510018013556,51-18,1.15301060010051e+18,1069.09,262.48,131.24,534.545
MA010120220814228547,한국영파머스클럽,,3130227,1153010600,51,18,1153010600100510018013556,51-18,1.15301060010051e+18,1069.09,262.48,131.24,534.545
MA010120220808021896,차차티클럽,,3120016,1111017400,461,2,1111017400104610002005782,461-2,1.11101740010461e+18,59.5,0.0,0.0,59.5
MA0101202307A0053635,카페너와,,3130178,1141011200,34,25,1141011200100340025024201,34-25,1.14101120010034e+18,149.83,0.0,0.0,149.83
MA010120220805062732,리프커피바,,3111013,1171010400,39,15,1171010400100390015012501,39-15,1.17101040010039e+18,443.54,115.31,115.31,443.54
MA0101202210A0042933,홍콩다방중랑,구청점,3130113,1126010600,666,0,1126010600106660000000062,666,1.12601060010666e+18,31128.63,1707.04,341.408,6225.726000000001
MA0101202308A0043289,빽다방중랑,구청점,3130113,1126010600,666,0,1126010600106660000000062,666,1.12601060010666e+18,31128.63,1707.04,341.408,6225.726000000001
MA010120220802889192,바리스타폴커피칸타타,,3130113,1126010600,666,0,1126010600106660000000062,666,1.12601060010666e+18,31128.63,1707.04,341.408,6225.726000000001
MA010120220803226363,커피베이중랑,구청점,3130113,1126010600,666,0,1126010600106660000000062,666,1.12601060010666e+18,31128.63,1707.04,341.408,6225.726000000001
MA0101202411A0036766,공차중랑,구청점,3130113,1126010600,666,0,1126010600106660000000062,666,1.12601060010666e+18,31128.63,1707.04,341.408,6225.726000000001
MA010120220805010295,향기나는굴뚝,,3110909,1165010100,2732,41,1165010100127320041013909,2732-41,1.16501010012732e+18,327.47,146.83,146.83,327.47
MA0101202406A0480611,커피바102,,3110346,1130510400,73,69,1130510400100730069005651,73-69,1.1305104001007301e+18,123.24,75.01,75.01,123.24
MA010120220811971488,피프틴커피,,3130060,1117010200,1,502,1117010200100010501024889,1-502,,,,,
MA010120220802972446,카페소소,,3110371,1130510100,460,79,1130510100104600079026658,460-79,1.1305101001046e+18,165.13,82.81,82.81,165.13
MA0101202308A0092339,구하니커피,,3130099,1123010400,295,431,1123010400102950431024471,295-431,1.1230104001029504e+18,1215.25,0.0,0.0,1215.25
MA010120220806928741,이디야커피오금,중앙점,3111032,1171011200,10,3,1171011200100100004013834,10-3,1.1710112001001e+18,2224.53,366.16,366.16,2224.53
MA0101202409A0034113,자몽자몽,신대방점,3120151,1159010900,708,0,1159010900107080000000001,708,1.15901090010708e+18,46850.174,2411.37,344.4814285714286,6692.882
MA010120220812296005,매머드익스프레스보라매공원점,,3120151,1159010900,708,0,1159010900107080000000001,708,1.15901090010708e+18,46850.174,2411.37,344.4814285714286,6692.882
MA010120220808440153,카페,,3120151,1159010900,708,0,1159010900107080000000001,708,1.15901090010708e+18,46850.174,2411.37,344.4814285714286,6692.882
MA0101202406A0342283,칼도에스프레소바,,3120151,1159010900,708,0,1159010900107080000000001,708,1.15901090010708e+18,46850.174,2411.37,344.4814285714286,6692.882
MA010120220809806690,마리크루아상,,3120151,1159010900,708,0,1159010900107080000000001,708,1.15901090010708e+18,46850.174,2411.37,344.4814285714286,6692.882
MA0101202211A0099165,그로비,,3120151,1159010900,708,0,1159010900107080000000001,708,1.15901090010708e+18,46850.174,2411.37,344.4814285714286,6692.882
MA0106202301A1337298,체크커피,,3120151,1159010900,708,0,1159010900107080000000001,708,1.15901090010708e+18,46850.174,2411.37,344.4814285714286,6692.882
MA010120220806658531,투썸플레이스,교대역점,3120173,1165010800,1673,2,1165010800116730002023387,1673-2,1.16501080011673e+18,1787.04,144.76,144.76,1787.04
MA010120220804546617,피컨트,,3110082,1117013000,44,23,1117013000100440023010628,44-23,1.11701300010044e+18,636.88,165.04,165.04,636.88
MA010120220805491881,소적두,성수점,3130070,1120011400,13,316,1120011400100130316007751,13-316,1.1200114001001303e+18,0.0,0.0,0.0,0.0
MA010120220800023103,수요일,,3120008,1111012800,23,0,1111012800100230000017940,23,1.11101280010023e+18,1135.0,196.31,196.31,1135.0
MA0101202406A0168573,카페코르안암점,,3110304,1129012200,1,1,1129012200100010001040312,1-1,1.12901220010001e+18,383.1,0.0,0.0,383.1
MA010120220806425665,메종인디아트래블앤북스,,3110916,1165010100,327,6,1165010100103270006000001,327-6,1.16501010010327e+18,152.81,53.85,53.85,152.81
MA010120220814008682,이알커피연희,,3110510,1141011700,715,3,1141011700107150003019239,715-3,1.14101170010715e+18,638.4,159.6,159.6,638.4
MA010120220814085021,채one,,3111086,1174010100,110,0,1174010100101100000019015,110,1.1740101001011e+18,319.93,110.24,110.24,319.93
MA0101202409A0024377,컴포즈커피,화곡역점,3120120,1150010300,1074,12,1150010300110740012014417,1074-12,1.15001030011074e+18,4159.56,446.88,446.88,4159.56
MA010120220800938547,석커피숍,,3130235,1154510300,888,1,1154510300108880003006117,888-1,1.1545103001088801e+18,1177.2,308.88,308.88,1177.2
MA0101202301A0103400,빽다방개봉역,북부점,3110703,1153010700,181,5,1153010700101810006006857,181-5,1.15301070010181e+18,1949.5,394.24,394.24,1949.5
MA010120220801045304,커피더주다,,3110983,1168010300,1207,11,1168010300102070011020553,1207-11,1.16801030011207e+18,702.64,112.54,112.54,702.64
MA0101202406A0116985,오늘의당도,,3110857,1162010200,751,2,1162010200107510002002154,751-2,1.16201020010751e+18,478.98,128.68,128.68,478.98
MA010120220804760460,델링유,,3110832,1159010100,232,136,1159010100102320136033407,232-136,1.15901010010232e+18,659.85,183.58,183.58,659.85
MA010120220812276273,리프레셔스,,3120163,1165010100,528,15,1165010100105280015025140,528-15,1.16501010010528e+18,149.6,78.93,78.93,149.6
MA010120220811805866,크로플로신당점,,3130049,1114016200,292,84,1114016200102920084000001,292-84,1.1140162001029201e+18,30.8,0.0,0.0,30.8
MA0101202406A0371539,풀떼기,,3120172,1165010800,1596,6,1165010800115960006020968,1596-6,1.16501080011596e+18,807.39,158.34,158.34,807.39
MA010120220808019542,타자기,,3130060,1117010200,1,508,1117010200100010507024941,1-508,,,,,
MA0101202411A0068711,오즈커피&맥주,,3130155,1135010600,503,0,1135010600105030000010545,503,1.13501060010503e+18,14060.59,1172.91,293.2275,3515.1475
MA0101202406A0417205,지금;여기커피앤비어,,3130155,1135010600,503,0,1135010600105030000010545,503,1.13501060010503e+18,14060.59,1172.91,293.2275,3515.1475
MA010120220813913200,커피_#샵,,3130155,1135010600,503,0,1135010600105030000010545,503,1.13501060010503e+18,14060.59,1172.91,293.2275,3515.1475
MA010120220812336066,렌테,,3110562,1144012400,254,8,1144012400102540008015756,254-8,1.14401240010254e+18,288.31,111.06,55.53,144.155
MA010120220804546755,조앤도슨,,3110562,1144012400,254,8,1144012400102540008015756,254-8,1.14401240010254e+18,288.31,111.06,55.53,144.155
MA010120220800336756,별다방,,3110759,1156012200,18,16,1156012200100180016022980,18-16,,,,,
MA010120220800971924,커피할루카,,3110938,1165010200,120,11,1165010200101200011000001,120-11,1.1650102001012001e+18,352.69,110.94,110.94,352.69
MA0101202209A0088960,단희,,3130060,1117010200,1,53,1117010200100010053024980,1-53,,,,,
MA010120220813751830,쎄이썸띵,,3120002,1111010600,91,50,1111010600100910050027560,91-50,1.1110106001009101e+18,23.14,0.0,0.0,23.14
MA0101202411A0083973,아이키친,마포점,3110577,1144010800,548,0,1144010800105480000005528,548,1.14401080010548e+18,0.0,0.0,0.0,0.0
MA010120220807385540,레인드랍이수점,,3110851,1159010700,66,29,1159010700100660029013257,66-29,1.15901070010066e+18,236.21,59.77,59.77,236.21
MA0101202306A0031713,더치앤빈서울고,사거리점,3120168,1165010100,1001,29,1165010100110010029021445,1001-29,1.16501010011001e+18,739.32,140.76,140.76,739.32
MA010120220804877707,메가엠지씨커피신림역,사거리점,3120157,1162010200,1422,38,1162010200114220038013507,1422-38,1.16201020011422e+18,935.28,146.7,146.7,935.28
MA0101202311A0071823,팥고당명일명성점,,3111080,1174010100,338,18,1174010100103380018019505,338-18,1.17401010010338e+18,479.3,90.51,90.51,479.3
MA010120220800034347,카페효제눅,,3120013,1111016600,195,17,1111016600101950017000269,195-17,1.1110166001019501e+18,300.0,0.0,0.0,300.0
MA0101202209A0086786,홈스윗홈,,3110554,1144012000,474,1,1144012000104740001024851,474-1,1.14401200010474e+18,780.41,174.03,174.03,780.41
MA010120220814232627,설빙상계역점,,3110431,1135010600,141,0,1135010600101410000010251,141,1.13501060010141e+18,915.51,207.41,207.41,915.51
MA0106202201A0153123,커피빈신촌점,코리아,3130175,1141011600,18,29,1141011600100180029000005,18-29,1.14101160010018e+18,10197.64,536.24,536.24,10197.64
MA010120220810483784,대복상회,,3130007,1111015800,2,1,1111015800100030002014453,2-1,1.11101580010002e+18,17299.4,0.0,0.0,17299.4
MA010120220802913004,명동커피숍,,3130178,1141011200,34,30,1141011200100340030032618,34-30,1.14101120010034e+18,166.2,45.2,45.2,166.2
MA0101202411A0074790,할리스신대방삼거리역점,,3120152,1159010800,405,2,1159010800104050002005512,405-2,1.15901080010405e+18,70.0,70.0,70.0,70.0
MA010120220805413720,인치스,,3110120,1120011400,685,420,1120011400106850420027844,685-420,1.1200114001068504e+18,180.99,0.0,0.0,180.99
MA0101202411A0059219,동감,,3120002,1111010600,109,0,1111010600101090000028839,109,1.11101060010109e+18,271.11,75.9,75.9,271.11
MA010120220805498519,만랩커피동평화패션타운점,,3130048,1114016200,217,102,1114016200102170102009494,217-102,,,,,
MA010120220806908623,티하우스,,3111054,1174010700,504,1,1174010700105040001015723,504-1,1.1740107001050401e+18,1076.2,198.5,198.5,1076.2
MA0101202406A0345615,코코버블티명동,중앙점,3120028,1114012700,54,31,1114012700100540031019736,54-31,1.11401270010054e+18,224.75,0.0,0.0,224.75
MA0101202411A0008696,달리는커피서울삼각산점,,3110354,1130510100,1339,6,1130510100113390006022974,1339-6,1.13051010011339e+18,1201.9,188.78,188.78,1201.9
MA010120220808128152,카페클라라,,3110935,1165010800,1348,13,1165010800113480013022839,1348-13,1.16501080011348e+18,536.98,94.5,94.5,536.98
MA0101202308A0080555,퐁치커피이수역점,,3110848,1159010700,319,40,1159010700103190040009757,319-40,1.15901070010319e+18,191.07,64.31,64.31,191.07
MA010120220804124917,카페HBD,,3110641,1150010900,182,17,1150010900101820017004673,182-17,,,,,
MA0101202309A0022962,누와,,3130073,1120011500,335,24,1120011500103350024006193,335-24,1.12001150010335e+18,20.5,0.0,0.0,20.5
MA0101202409A0099011,카페오방,,3110463,1138010700,583,6,1138010700105830006019614,583-6,,,,,
MA0101202211A0025676,카페하이,,3110708,1153010200,476,40,1153010200104760040017670,476-40,1.15301020010476e+18,142.83,47.61,47.61,142.83
MA010120220809300704,빽다방,월곡역점,3120075,1129013600,16,7,1129013600100160007016586,16-7,1.12901360010016e+18,2063.21,545.39,545.39,2063.21
MA0101202306A0022690,플로우FLOW,,3110082,1117013000,34,118,1117013000100340118009317,34-118,1.1170130001003401e+18,133.42,56.4,56.4,133.42
MA010120220800544081,유니토스엔카페주,,3110667,1150010200,73,1,1150010200100730001000001,73-1,1.15001020010073e+18,38356.5,2531.07,506.21400000000006,7671.3
MA010120220812135593,카마노,코리아,3110667,1150010200,73,1,1150010200100730001000001,73-1,1.15001020010073e+18,38356.5,2531.07,506.21400000000006,7671.3
MA0106202201A0963655,롯데컬처웍스㈜롯데시네마가양,,3110667,1150010200,73,1,1150010200100730001000001,73-1,1.15001020010073e+18,38356.5,2531.07,506.21400000000006,7671.3
MA0101202406A0122495,카페쿠디,,3110667,1150010200,73,1,1150010200100730001000001,73-1,1.15001020010073e+18,38356.5,2531.07,506.21400000000006,7671.3
MA0106202406A2465804,스타벅스,가양역,3110667,1150010200,73,1,,73-1,1.15001020010073e+18,38356.5,2531.07,506.21400000000006,7671.3
MA0106202406A2465601,스타벅스,서대문역,3120001,1111017700,222,0,,222,1.11101770010222e+18,0.0,0.0,0.0,0.0
MA010120220806945587,커피기업디타워돈의문점,,3120001,1111017700,222,0,1111017700102220000020000,222,1.11101770010222e+18,0.0,0.0,0.0,0.0
MA0101202308A0093522,메가엠지씨커피,성수역점,3120052,1120011500,300,1,1120011500103000001000001,300-1,1.120011500103e+18,6822.77,763.87,381.935,3411.385
MA010120220803750599,Webconey,,3120052,1120011500,300,1,1120011500103000001000001,300-1,1.120011500103e+18,6822.77,763.87,381.935,3411.385
MA010120220813482205,씽씽커피,,3130324,1174010500,360,4,1174010500103600004002523,360-4,1.1740105001036e+18,517.67,112.14,112.14,517.67
MA010120220800365399,카페리시오,,3110760,1156012900,2,2,1156012900100020002019831,2-2,1.15601290010002e+18,569.92,142.48,142.48,569.92
MA010120220809778001,삼광석회카페아셀,,3111062,1174010800,444,3,1174010800104440003004270,444-3,1.17401080010444e+18,1656.89,457.55,457.55,1656.89
MA010120220811889254,웜히어,,3130070,1120011400,13,330,1120011400100130330007973,13-330,1.1200114001001303e+18,269.84,59.82,59.82,269.84
MA010120220803776588,커피볶는집낙타,,3130070,1120011400,13,304,1120011400100130304007805,13-304,1.1200114001001303e+18,795.6,175.08,175.08,795.6
MA010120220814085547,매머드익스프레스을지로,입구점,3120026,1114010700,111,4,1114010700101110004019147,111-4,1.11401070010111e+18,27.4,0.0,0.0,27.4
MA0101202409A0159982,카페레인보우,,3110835,1159010300,809,0,1159010300108090000029465,809,1.15901030010809e+18,676.5,122.99,122.99,676.5
MA010120220811878493,에그카페24,가좌점,3110469,1138010700,753,6,1138010700107530006045125,753-6,1.13801070010753e+18,250.19,73.66,73.66,250.19
MA0101202406A0387719,카페보스,신길점,3110805,1156013200,235,6,1156013200102350006012511,235-6,1.15601320010235e+18,4444.14,417.57,417.57,4444.14
MA0101202310A0089089,컴포즈커피서울경희대점,,3120064,1123010800,42,84,1123010800100420002010529,42-84,1.1230108001004201e+18,424.94,0.0,0.0,212.47
MA010120220804686815,비브릿지,,3120064,1123010800,42,84,1123010800100420002010529,42-84,1.1230108001004201e+18,424.94,0.0,0.0,212.47
MA010120220803173480,까까당,,3110369,1130510100,164,57,1130510100101640057029364,164-57,1.1305101001016401e+18,253.8,64.35,64.35,253.8
MA010120220808496271,차밍디쉬,,3120186,1168010700,534,20,1168010700105340020011484,534-20,1.16801070010534e+18,1189.5,147.64,73.82,594.75
MA010120220800128142,빈스빈스커피가로수길점,,3120186,1168010700,534,20,1168010700105340020011484,534-20,1.16801070010534e+18,1189.5,147.64,73.82,594.75
MA010120220804602992,베러,,3110126,1120011400,656,671,1120011400106560671008634,656-671,1.1200114001065606e+18,235.11,52.2,52.2,235.11
MA010120220805473485,광흥창카페,,3110568,1144011400,108,3,1144011400101080003008844,108-3,1.14401140010108e+18,63.7,63.7,63.7,63.7
MA010120220803862561,한잎,,3110250,1126010400,154,26,1126010400101540026009789,154-26,1.12601040010154e+18,340.04,69.3,69.3,340.04
MA010120220811794725,채플린커피호프,,3110858,1162010200,499,55,1162010200104990055014388,499-55,1.16201020010499e+18,403.56,104.52,104.52,403.56
MA010120220807096965,정정,,3130042,1114016200,372,49,1114016200103720049007427,372-49,1.1140162001037201e+18,2913.27,401.06,401.06,2913.27
MA0101202406A0245564,놀면뭐하개,,3120134,1154510200,876,2,1154510200108760002009096,876-2,1.15451020010876e+18,828.56,165.8,165.8,828.56
