상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,도로명주소,위도,경도,지번주소,신우편번호,카카오맵ID
MA0101202308A0102429,까페카노,,3110180,광진정보도서관,서울특별시 광진구 아차산로 636,37.549170848094,127.108444918363,서울특별시 광진구 광장동 148-6,4969,
MA0101202409A0177511,카페온로스터리,양재점,3110938,바우뫼공원,서울특별시 서초구 양재천로11길 18,37.4754588805976,127.036244673317,서울특별시 서초구 양재동 113-4,6754,
MA0101202409A0165946,카페0691,,3130042,약수시장,서울특별시 중구 다산로8길 32,37.5525448252937,127.010920805568,서울특별시 중구 신당동 372-87,4596,
MA0101202309A0054926,엘벧엘,,3111080,굽은다리역 3번,서울특별시 강동구 양재대로134길 39,37.5477972139608,127.145752347091,서울특별시 강동구 명일동 338-10,5294,
MA010120220809762634,바란초커피,,3111002,한국교통안전공단 강남자동차검사소,서울특별시 강남구 헌릉로745길 25,37.469295497967,127.119170276884,서울특별시 강남구 율현동 108-9,6378,
MA010120220813020903,아이토르고,,3130149,창동신창시장,서울특별시 도봉구 덕릉로57길 30,37.6400347302953,127.037230888234,서울특별시 도봉구 창동 581-28,1470,
MA0101202411A0125103,요거해,,3130232,독산동 맛나는거리상점가(독산동 맛나는거리),서울특별시 금천구 독산로75길 31,37.4690614719874,126.900567392527,서울특별시 금천구 독산동 1018-12,8578,
MA010120220804484259,유니동화,,3120012,대학로(혜화역),서울특별시 종로구 대학로 125,37.5824673911063,127.001517070931,서울특별시 종로구 명륜4가 88-2,3078,
MA010120220810149505,마리스,,3110039,회현역 1번,서울특별시 중구 퇴계로10길 36,37.5580579322903,126.981155978444,서울특별시 중구 회현동1가 74-1,4633,
MA0101202406A0537535,성북시니어클럽커피정원성북50+,센터점,3110302,보문역 8번,서울특별시 성북구 지봉로24길 26,37.5838713685167,127.019326035075,서울특별시 성북구 보문동5가 35,2872,
MA0101202305A0083217,불암골행복발전소운영위원회,,3110441,영신여고,서울특별시 노원구 중계로14길 53,37.6507513296658,127.082722006953,서울특별시 노원구 중계동 93-28,1722,
MA0101202303A0041302,작업실,,3110125,사근동살곶이상점가,서울특별시 성동구 사근동길 50,37.5607623445358,127.046336462967,서울특별시 성동구 사근동 176-32,4762,
MA0106202201A0026070,CJCGV천호투썸플러스,,3120247,굽은다리역,서울특별시 강동구 양재대로 1571,37.5457201634821,127.14226301945,서울특별시 강동구 천호동 42,5314,
MA010120220806989276,텐퍼센트스페셜티커피,강동점,3120247,굽은다리역,서울특별시 강동구 양재대로 1571,37.5457201634821,127.14226301945,서울특별시 강동구 천호동 42,5314,
MA0101202305A0002438,호호플,,3110002,독립문역 1번,서울특별시 종로구 통일로 262,37.5754858651148,126.956971282983,서울특별시 종로구 무악동 67-2,3030,
MA010120220811693783,카페쉘터,,3110249,중화역 1번,서울특별시 중랑구 동일로140길 25,37.6044330979391,127.080586935422,서울특별시 중랑구 중화동 279-20,2047,
MA0101202406A0340387,달디단,,3110249,중화역 1번,서울특별시 중랑구 동일로140길 25,37.6044330979391,127.080586935422,서울특별시 중랑구 중화동 279-20,2047,
MA010120220804661411,뮈에,,3130123,꿈의숲 장곡 골목형상점가,서울특별시 성북구 돌곶이로 205,37.6180742223737,127.046961001198,서울특별시 성북구 장위동 215-2,2754,
MA010120220802848343,미제,,3110466,구산역 2번,서울특별시 은평구 연서로14길 15-9,37.6087387788892,126.917890815273,서울특별시 은평구 역촌동 5-16,3400,
MA0101202409A0102694,카페애비뉴,,3110981,국악고교사거리,서울특별시 강남구 논현로12길 19-9,37.4753733347051,127.048646490746,서울특별시 강남구 개포동 1196,6312,
MA010120220814012747,원스쿱프로틴하우스,,3130243,도림시장,서울특별시 영등포구 도영로 48,37.50984796729,126.898092880114,서울특별시 영등포구 도림동 186-5,7374,
MA010120220810191020,라운지223,,3110325,장곡초등학교,서울특별시 성북구 장월로23길 47-3,37.6170112673711,127.046427979679,서울특별시 성북구 장위동 223-43,2755,
MA0106202201A0153590,커피빈방이역4번출구점,코리아,3120238,방이역,서울특별시 송파구 양재대로71길 1-20,37.5093564341447,127.125782637864,서울특별시 송파구 방이동 206-11,5639,
MA0101202301A0026986,설빙카페홍제역점,,3120095,홍제역,서울특별시 서대문구 통일로37길 3,37.5879234388696,126.94462287164,서울특별시 서대문구 홍제동 172-11,3646,
MA010120220808186055,은하수커피호프,,3110239,중랑역 2번,서울특별시 중랑구 중랑역로 20,37.5959485662738,127.076376779262,서울특별시 중랑구 중화동 298-21,2109,
MA010120220807055440,카페나의하루는,,3111078,굽은다리역 4번,서울특별시 강동구 천중로51길 52,37.5431400938464,127.14490593579,서울특별시 강동구 길동 331-3,5301,
MA010120220809233764,Coffe소,,3110313,안암역 3번,서울특별시 성북구 고려대로24길 48,37.5840044658704,127.029289127964,서울특별시 성북구 안암동5가 102-37,2855,
MA010120220800448527,아몬드블루,,3110842,흑리단길,서울특별시 동작구 서달로14길 46,37.5072288988485,126.965413859834,서울특별시 동작구 흑석동 43-9,6979,
MA0101202308A0098063,쌍문볼링장카페,,3130147,쌍문역동측상점가,서울특별시 도봉구 도봉로114길 22-8,37.6471080906807,127.035160803821,서울특별시 도봉구 창동 812,1455,
MA0101202406A0363334,런던할머니집,,3120045,남영동 먹자골목,서울특별시 용산구 한강대로80길 11-12,37.5431089193987,126.973589692024,서울특별시 용산구 남영동 56-1,4352,
MA010120220814106981,블랙우드,,3110674,강서구청가양동별관,서울특별시 강서구 허준로 198,37.5613104347534,126.860265258545,서울특별시 강서구 가양동 1488,7532,
MA0101202308A0021982,메가엠지씨커피가양초점,,3110674,강서구청가양동별관,서울특별시 강서구 허준로 198,37.5613104347534,126.860265258545,서울특별시 강서구 가양동 1488,7532,
MA0101202406A0056560,사이프러스,,3110629,송정역 4번,서울특별시 강서구 공항대로2길 36,37.5598503235833,126.808522137572,서울특별시 강서구 공항동 66-60,7622,
MA0101202306A0067505,뉴앤커피,,3120203,강남구청역,서울특별시 강남구 선릉로129길 3-4,37.5161107241028,127.041071666471,서울특별시 강남구 논현동 242-27,6099,
MA010120220813297620,데헤사에프앤비카페드리옹,,3120218,코엑스,서울특별시 강남구 영동대로 513,37.5118322933754,127.059155204804,서울특별시 강남구 삼성동 159,6164,
MA010120220801060882,빨라쪼주,코엑스몰점,3120218,코엑스,서울특별시 강남구 영동대로 513,37.5118322933754,127.059155204804,서울특별시 강남구 삼성동 159,6164,
MA010120220801067819,웨스트사이공주,,3120218,코엑스,서울특별시 강남구 영동대로 513,37.5118322933754,127.059155204804,서울특별시 강남구 삼성동 159,6164,
MA010120220801058538,현진에프앤비주,,3120218,코엑스,서울특별시 강남구 영동대로 513,37.5118322933754,127.059155204804,서울특별시 강남구 삼성동 159,6164,
MA0106202307A0704076,학산코엑스지점,,3120218,코엑스,서울특별시 강남구 영동대로 513,37.5118322933754,127.059155204804,서울특별시 강남구 삼성동 159,6164,
MA0106202201A0153218,커피빈코엑스메가박스점,코리아,3120218,코엑스,서울특별시 강남구 영동대로 513,37.5118322933754,127.059155204804,서울특별시 강남구 삼성동 159,6164,
MA0106202304A0036891,앤하우스메가MGC커피,,3120218,코엑스,서울특별시 강남구 영동대로 513,37.5118322933754,127.059155204804,서울특별시 강남구 삼성동 159,6164,
MA010120220811511879,르데스크에프앤비,,3110082,용산구청,서울특별시 용산구 녹사평대로32길 47,37.5327049598933,126.99079048662,서울특별시 용산구 이태원동 44-17,4390,
MA010120220803663955,맨시니스,,3130113,신아타운,서울특별시 중랑구 봉화산로 190,37.6062610713331,127.094156289474,서울특별시 중랑구 신내동 665,2076,
MA0101202305A0007598,단꿈,,3110650,우장산힐스테이트,서울특별시 강서구 우장산로 13,37.5547869687948,126.838853931369,서울특별시 강서구 내발산동 665-17,7652,
MA010120220808913567,위드원스,,3130277,조원동 펭귄시장(신림중앙시장),서울특별시 관악구 남부순환로143길 30,37.482647787797,126.9107137927,서울특별시 관악구 신림동 542-24,8767,
MA010120220809280058,후식,선릉역점,3120210,선릉역,서울특별시 강남구 테헤란로 340,37.5045027851399,127.048948125987,서울특별시 강남구 삼성동 141-37,6212,
MA010120220812854831,카페있슈,,3130228,구로시장,서울특별시 구로구 구로동로20길 12,37.4887345281636,126.885140836286,서울특별시 구로구 구로동 736-75,8315,
MA010120220808700959,셋째날,,3110605,목동센트럴아이파크앞,서울특별시 양천구 신월로10길 12,37.5161995175353,126.840599716943,서울특별시 양천구 신월동 558-8,8065,
MA010120220809285522,에이피씨옐로우,,3110087,이태원엔틱가구거리,서울특별시 용산구 보광로 107,37.5323177610104,126.99451278759,서울특별시 용산구 이태원동 99-11,4391,
MA0106202201A0636282,탐앤탐스어린이대공원역점,,3120054,어린이대공원역,서울특별시 광진구 광나루로 383,37.5480721461089,127.072491705101,서울특별시 광진구 군자동 361-24,5005,
MA0106202302A2083763,퍼즐커피앤하이볼,,3120054,어린이대공원역,서울특별시 광진구 광나루로 383,37.5480721461089,127.072491705101,서울특별시 광진구 군자동 361-24,5005,
MA0101202211A0026628,루크멜리,,3110493,북가좌초등학교,서울특별시 서대문구 수색로10길 18,37.5758432086727,126.905372604392,서울특별시 서대문구 북가좌동 382-17,3714,
MA010120220808212251,리프레스,,3110991,삼성중앙역 5번,서울특별시 강남구 봉은사로84길 9,37.5127168849771,127.055853126248,서울특별시 강남구 삼성동 147-7,6163,
MA0106202205A0436157,카페아이보르,,3110023,서울대병원,서울특별시 종로구 대학로 89,37.5792328193644,127.001811349613,서울특별시 종로구 연건동 39,3082,
MA010120220809804873,수테이크아웃,,3110062,한강로동땡땡거리(은행나무길),서울특별시 용산구 한강대로7길 20,37.5246532204164,126.961876260813,서울특별시 용산구 한강로3가 40-322,4379,
MA010120220812360048,카페혜화로,,3110022,경신고등학교,서울특별시 종로구 혜화로 37,37.588963558121,126.999252721023,서울특별시 종로구 명륜1가 32-7,3068,
MA0101202406A0542512,프린세스왕국점,,3130190,홍대소상공인상점가,서울특별시 마포구 어울마당로 92,37.5531412728331,126.922025964665,서울특별시 마포구 서교동 358-115,4040,
MA010120220808034962,커피아임,,3110697,개봉3동주민센터,서울특별시 구로구 개봉로3가길 55,37.4837709934157,126.853478906714,서울특별시 구로구 개봉동 370-35,8355,
MA010120220807140270,다몬,,3110503,명지대학교교회,서울특별시 서대문구 명지대5길 1,37.5829380046922,126.923262905184,서울특별시 서대문구 남가좌동 4-4,3672,
MA010120220814030187,와이에스에스컴퍼니,,3110774,당산반도유보라팰리스아파트,서울특별시 영등포구 국회대로37길 9,37.5280136064481,126.899753837398,서울특별시 영등포구 당산동4가 32-105,7220,
MA010120220812852495,디앤제이,,3120081,노원역,서울특별시 노원구 노해로81길 5-6,37.6552056212916,127.062498511908,서울특별시 노원구 상계동 606-12,1695,
MA010120220800508988,곰작가네꿀커피,,3110678,염창무학아파트,서울특별시 강서구 양천로77길 13,37.5500301746372,126.876638675472,서울특별시 강서구 염창동 257-3,7538,
MA0101202411A0090592,카페다르Cafedar,,3120122,강서구청,서울특별시 강서구 화곡로 328,37.5529197669838,126.850944446829,서울특별시 강서구 화곡동 1117-19,7658,
MA010120220814337580,아임파인,,3110191,고려대역 6번,서울특별시 동대문구 안암로22길 17,37.5880301122884,127.035789686498,서울특별시 동대문구 제기동 137-251,2473,
MA0101202308A0005268,매머드커피랩점주연합회,,3120236,장지역(가든파이브),서울특별시 송파구 충민로 52,37.4777971463009,127.12295984917,서울특별시 송파구 문정동 289,5839,
MA0106202201A0636266,탐앤탐스서울대,입구점,3120159,서울대입구역,서울특별시 관악구 관악로 173,37.4807076778786,126.952254535514,서울특별시 관악구 봉천동 862-3,8787,
MA0101202411A0187196,원미에프앤에스_뚜스뚜스,,3110073,삼각지역 3번,서울특별시 용산구 한강대로40가길 24,37.5309721490589,126.972304217472,서울특별시 용산구 한강로2가 55,4382,
MA0101202310A0027711,아임파인,,3130094,청량리청과물시장,서울특별시 동대문구 왕산로35길 7,37.5800808682088,127.043212498263,서울특별시 동대문구 제기동 635-18,2572,
MA0101202406A0580151,샘스컴퍼니,,3110564,홍대입구역 3번,서울특별시 마포구 연희로1길 30-4,37.5602795667139,126.925742169409,서울특별시 마포구 동교동 113-27,3985,
MA010120220807781255,메가엠지씨커피봉천역점,,3130290,영림시장,서울특별시 관악구 남부순환로 1740,37.4820101716603,126.943276545037,서울특별시 관악구 봉천동 927-1,8784,
