상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,도로명주소,estimated_population,estimated_population_total
MA010120220804546755,조앤도슨,,3110562,연트럴파크(연남동주민센터),서울특별시 마포구 동교로41길 31,19745,39490
MA010120220800336756,별다방,,3110759,문래예술촌(문래창작촌),서울특별시 영등포구 도림로141나길 10-1,67271,67271
MA010120220800971924,커피할루카,,3110938,바우뫼공원,서울특별시 서초구 양재천로11길 16,31679,31679
MA0101202209A0088960,단희,,3130060,신흥시장,서울특별시 용산구 소월로20길 32-1,34195,34195
MA010120220813751830,쎄이썸띵,,3120002,서촌(경복궁역),서울특별시 종로구 자하문로10길 10-12,22612,22612
MA0101202411A0083973,아이키친,마포점,3110577,용강동주민센터,서울특별시 마포구 토정로31길 57-9,83539,83539
MA010120220807385540,레인드랍이수점,,3110851,경문고등학교(동작동성당),서울특별시 동작구 동작대로35길 55,276288,276288
MA0101202306A0031713,더치앤빈서울고,사거리점,3120168,서울고교교차로,서울특별시 서초구 효령로 184,30904,30904
MA010120220804877707,메가엠지씨커피신림역,사거리점,3120157,신림역(신림),서울특별시 관악구 남부순환로 1617,111501,111501
MA0101202311A0071823,팥고당명일명성점,,3111080,굽은다리역 3번,서울특별시 강동구 양재대로134길 43,28573,28573
MA010120220800034347,카페효제눅,,3120013,이화사거리,서울특별시 종로구 창경궁로16길 69,73495,73495
MA0101202209A0086786,홈스윗홈,,3110554,망원역 1번,서울특별시 마포구 월드컵로14길 36,57008,57008
MA010120220814232627,설빙상계역점,,3110431,상계역,서울특별시 노원구 덕릉로87길 21,46574,46574
MA0106202201A0153123,커피빈신촌점,코리아,3130175,신촌 상인회(신촌상점가),서울특별시 서대문구 연세로 8-1,16809,16809
MA010120220810483784,대복상회,,3130007,광장시장(광장전통시장),서울특별시 종로구 창경궁로 88,62076,62076
MA010120220802913004,명동커피숍,,3130178,이대 앞 스타트업 상점가,서울특별시 서대문구 이화여대길 64,7910,7910
MA0101202411A0074790,할리스신대방삼거리역점,,3120152,신대방삼거리역,서울특별시 동작구 상도로 60,39707,39707
MA010120220805413720,인치스,,3110120,서울숲카페거리,서울특별시 성동구 서울숲2길 19-13,18602,18602
MA0101202411A0059219,동감,,3120002,서촌(경복궁역),서울특별시 종로구 자하문로 38,22612,22612
MA010120220805498519,만랩커피동평화패션타운점,,3130048,동평화시장,서울특별시 중구 마장로1길 28-21,11351,11351
MA010120220806908623,티하우스,,3111054,암사역 4번(삼성광나루아파트),서울특별시 강동구 상암로5길 77,200456,200456
MA0101202406A0345615,코코버블티명동,중앙점,3120028,명동(명동거리),서울특별시 중구 명동4길 21,35640,35640
MA0101202411A0008696,달리는커피서울삼각산점,,3110354,삼각산119안전센터,서울특별시 강북구 솔샘로 216,38238,38238
MA010120220808128152,카페클라라,,3110935,한전아트센터,서울특별시 서초구 효령로74길 36,197316,197316
MA0101202308A0080555,퐁치커피이수역점,,3110848,양지어린이공원,서울특별시 동작구 사당로20길 29,166211,166211
MA010120220804124917,카페HBD,,3110641,공항고등학교,서울특별시 강서구 방화대로44길 33,87082,87082
MA0101202309A0022962,누와,,3130073,뚝도시장,서울특별시 성동구 성수이로 34,123255,123255
MA0101202409A0099011,카페오방,,3110463,응암3동주민센터,서울특별시 은평구 가좌로10길 13,149163,149163
MA0101202211A0025676,카페하이,,3110708,화원어린이공원,서울특별시 구로구 구로동로47길 21-2,233977,233977
MA010120220809300704,빽다방,월곡역점,3120075,월곡역,서울특별시 성북구 화랑로 91,15354,15354
MA0101202306A0022690,플로우FLOW,,3110082,용산구청,서울특별시 용산구 이태원로14길 42,17351,17351
MA010120220800544081,유니토스엔카페주,,3110667,가양역 10번,서울특별시 강서구 양천로 476,5310,26550
MA010120220812135593,카마노,코리아,3110667,가양역 10번,서울특별시 강서구 양천로 476,5310,26550
MA0106202201A0963655,롯데컬처웍스㈜롯데시네마가양,,3110667,가양역 10번,서울특별시 강서구 양천로 476,5310,26550
MA0101202406A0122495,카페쿠디,,3110667,가양역 10번,서울특별시 강서구 양천로 476,5310,26550
MA0106202406A2465804,스타벅스,가양역,3110667,가양역 10번,서울특별시 강서구 양천로 476,5310,26550
MA0106202406A2465601,스타벅스,서대문역,3120001,서대문역,서울특별시 종로구 통일로 134,39588,79176
MA010120220806945587,커피기업디타워돈의문점,,3120001,서대문역,서울특별시 종로구 통일로 134,39588,79176
MA0101202308A0093522,메가엠지씨커피,성수역점,3120052,성수역,서울특별시 성동구 아차산로 113,22878,45756
MA010120220803750599,Webconey,,3120052,성수역,서울특별시 성동구 아차산로 113,22878,45756
MA010120220813482205,씽씽커피,,3130324,길동복조리시장,서울특별시 강동구 천중로52길 37,166380,166380
MA010120220800365399,카페리시오,,3110760,선유도역 6번,서울특별시 영등포구 양평로21다길 2,45353,45353
MA010120220809778001,삼광석회카페아셀,,3111062,둔촌동역 3번(성내3동주민센터),서울특별시 강동구 강동대로53길 35,72813,72813
MA010120220811889254,웜히어,,3130070,뚝섬역상점가,서울특별시 성동구 상원6가길 3,19729,19729
MA010120220803776588,커피볶는집낙타,,3130070,뚝섬역상점가,서울특별시 성동구 상원6나길 6,19729,19729
MA010120220814085547,매머드익스프레스을지로,입구점,3120026,을지로입구역,서울특별시 중구 남대문로10길 15,12775,12775
MA0101202409A0159982,카페레인보우,,3110835,상도역 1번,서울특별시 동작구 상도로38길 3-2,64635,64635
MA010120220811878493,에그카페24,가좌점,3110469,응암정보도서관,서울특별시 은평구 가좌로7길 26,101586,101586
MA0101202406A0387719,카페보스,신길점,3110805,신길새마을금고신길4동지점,서울특별시 영등포구 신길로38길 16,84528,84528
MA0101202310A0089089,컴포즈커피서울경희대점,,3120064,경희대학교(경희대),서울특별시 동대문구 경희대로 9-1,27924,55848
MA010120220804686815,비브릿지,,3120064,경희대학교(경희대),서울특별시 동대문구 경희대로 9-1,27924,55848
MA010120220803173480,까까당,,3110369,성신여대운정그린캠퍼스,서울특별시 강북구 도봉로76길 34,129094,129094
MA010120220808496271,차밍디쉬,,3120186,가로수길,서울특별시 강남구 가로수길 41,28431,56862
MA010120220800128142,빈스빈스커피가로수길점,,3120186,가로수길,서울특별시 강남구 가로수길 41,28431,56862
MA010120220804602992,베러,,3110126,서울숲역 1번,서울특별시 성동구 왕십리로6길 18-1,30697,30697
MA010120220805473485,광흥창카페,,3110568,광흥창역 1번,서울특별시 마포구 서강로1길 12-6,64029,64029
MA010120220803862561,한잎,,3110250,화랑대역 7번,서울특별시 중랑구 공릉로12가길 47,110343,110343
MA010120220811794725,채플린커피호프,,3110858,신대방역 1번,서울특별시 관악구 신사로10길 11,70810,70810
MA010120220807096965,정정,,3130042,약수시장,서울특별시 중구 동호로7길 17,48104,48104
MA0101202406A0245564,놀면뭐하개,,3120134,구로전화국,서울특별시 금천구 남부순환로 1390,34905,34905
MA010120220808607182,카페아에,강남점,3110967,역삼역 8번,서울특별시 강남구 논현로98길 34,133448,133448
MA010120220812916557,에스티이사사,,3130272,사당시장,서울특별시 동작구 사당로 244,32357,32357
MA010120220802085837,디무무,,3110109,금호삼성래미안아파트,서울특별시 성동구 독서당로51길 23-1,46777,46777
MA010120220806440777,행스카페,,3110735,말미고개,서울특별시 금천구 시흥대로94길 29,116652,116652
MA010120220811698001,민스가베,,3130288,신림현대종합상가,서울특별시 관악구 신림로29길 3-20,15449,15449
MA010120220812691255,커스텀커피세곡점,,3110998,은곡마을(은곡마을공원),서울특별시 강남구 헌릉로569길 35,13833,13833
MA0101202303A0120594,요지트,,3110323,상월곡역 1번,서울특별시 성북구 장월로1길 70,142664,142664
MA010120220806696567,노란손수건,,3120093,연희동,서울특별시 서대문구 연희맛로 18,15665,15665
MA010120220811715190,설빙충무로점,,3120032,충무로역,서울특별시 중구 퇴계로 210,28478,28478
MA010120220814348210,카페529,,3110824,대방역 3번,서울특별시 동작구 여의대방로54길 14,22797,22797
MA0106202406A2464833,스타벅스,가락본동,3120234,가락시장역,서울특별시 송파구 송파대로30길 13,63922,63922
MA0101202305A0102437,끼,,3130060,신흥시장,서울특별시 용산구 신흥로 97-6,34195,34195
MA010120220805518649,얀앤욘,,3110580,양원초등학교,서울특별시 마포구 대흥로21길 11,222384,222384
MA0101202302A0036296,조블라,,3130191,홍대 걷고싶은 거리,서울특별시 마포구 어울마당로 136-10,11956,11956
MA010120220812994293,로투스랩,,3130052,서울중앙시장(신중앙시장),서울특별시 중구 퇴계로83길 30-14,330209,330209
MA010120220812228674,백스트로크,,3110787,신길3동주민센터,서울특별시 영등포구 가마산로61나길 11,584706,1169412
MA0101202409A0149481,커딕트커피CODDICTCOFFEE,,3110787,신길3동주민센터,서울특별시 영등포구 가마산로61나길 11,584706,1169412
MA0101202212A0039773,세드릭커피컴퍼니,,3110096,한남힐사이드아파트,서울특별시 용산구 한남대로42가길 10,33942,33942
MA010120220803900848,아임빈,,3110312,안암역 2번,서울특별시 성북구 개운사길 57-3,32414,32414
MA010120220800299599,연진,,3130056,용산용문시장,서울특별시 용산구 효창원로42길 18,61517,61517
MA010120220802784599,퀸즈베리도넛하우스,,3110049,장충단 고개,서울특별시 중구 다산로19길 29,45395,45395
MA010120220812985460,방배동커피집,,3110922,내방역 1번,서울특별시 서초구 방배로20길 33,262167,524334
MA0101202411A0119768,비어니스트유기농베이커리,,3110922,내방역 1번,서울특별시 서초구 방배로20길 33,262167,524334
MA010120220813164764,베가니끄,,3130178,이대 앞 스타트업 상점가,서울특별시 서대문구 이화여대길 52-35,7910,7910
MA010120220806307820,요거프레소,,3130117,정릉시장,서울특별시 성북구 보국문로11길 23,61887,61887
MA0106202201A0655138,원피앤에스,,3120204,르네상스호텔사거리,서울특별시 강남구 테헤란로 301,56032,56032
MA010120220810234062,빽다방노원문화의,거리점,3120081,노원역,서울특별시 노원구 노해로79길 6-19,60898,60898
MA0101202406A0542237,인텔리젠시아커피서촌,,3120002,서촌(경복궁역),서울특별시 종로구 자하문로 34,22612,22612
MA010120220804848931,워니트리,,3110616,양목초등학교,서울특별시 양천구 오목로46길 27,72699,72699
MA010120220814383277,오늘의위로,,3110542,마포구청역 7번,서울특별시 마포구 방울내로7길 29,71105,71105
MA0101202303A0084047,밍기적,,3110498,증산역 1번,서울특별시 서대문구 불광천길 274,225801,225801
MA010120220810290434,스위트이스트,,3130061,이태원시장,서울특별시 용산구 녹사평대로32길 9,41158,41158
MA010120220814338014,소소카페,,3110367,강북구청,서울특별시 강북구 한천로143길 25,163929,163929
MA010120220807125288,마을찻집마주이야기,,3110342,국립재활원,서울특별시 강북구 인수봉로55길 10,293467,293467
MA0101202211A0059810,매머드익스프레스용산,구청점,3110082,용산구청,서울특별시 용산구 녹사평대로32길 51,17351,17351
MA010120220800285981,이디야커피,,3130058,이촌종합시장,서울특별시 용산구 이촌로77길 19,31946,31946
MA010120220810206758,일찍여는카페,,3110191,고려대역 6번,서울특별시 동대문구 안암로22길 21,125674,125674
MA010120220809696895,피카롱,,3111069,천호1동주민센터,서울특별시 강동구 구천면로42가길 6-2,508333,508333
MA010120220813600144,이디야커피대림1동점,,3110779,대림갑을명가아파트,서울특별시 영등포구 도림로 198,121504,121504
MA010120220804174431,오도레,,3120172,교대입구교차로,서울특별시 서초구 사임당로 21,62899,125798
MA0101202406A0066910,커피베이서초사임당점,,3120172,교대입구교차로,서울특별시 서초구 사임당로 21,62899,125798
MA0101202310A0093831,사가커피,,3130112,사가정시장,서울특별시 중랑구 면목로44길 37,121972,121972
MA0101202406A0179877,케이오지,,3110562,연트럴파크(연남동주민센터),서울특별시 마포구 동교로41길 30,19744,19744
MA0101202306A0060223,할로,,3110757,양평역 2번,서울특별시 영등포구 선유서로25길 16,22376,22376
MA010120220800375718,샌드데이,미성점,3130278,미성동 도깨비시장 골목형상점가,서울특별시 관악구 미성길 10,55861,55861
MA010120220809997484,뉴서울호텔,시청지점,3120023,서울시청,서울특별시 중구 세종대로22길 16,29866,29866
