상가업소번호,상호명,지점명,kakao_score,kakao_reviewCount,naver_score,naver_reviewCount
MA0101202411A0028405,공존,,5.0,1.0,,88
MA010120220813853921,공존다방,,4.0,4.0,,14
MA010120220813305192,공중도시,,,,,
MA0101202406A0176987,공중정원,,5.0,6.0,,10
MA010120220807014061,공차,상암DMC점,,,4.58,5
MA010120220810259487,공차,,2.0,20.0,4.58,5
MA010120220805306384,공차,,4.9,37.0,4.58,5
MA010120220804928410,공차,강남구청역점,4.0,7.0,4.58,5
MA010120220811959562,공차,성신여대점,3.5,13.0,4.58,5
MA010120220800445564,공차,보라매점,2.1,12.0,4.58,5
MA010120220807017757,공차,,2.0,8.0,4.58,5
MA0106202201A0761257,공차,코리아,3.2,27.0,4.58,5
MA010120220803941529,공차,중앙대점,2.6,18.0,4.58,5
MA010120220812611896,공차,오목교점,4.1,14.0,4.58,5
MA0101202406A0499943,공차,,2.9,16.0,4.58,5
MA010120220800446367,공차,대림점,2.9,10.0,4.58,5
MA010120220804467713,공차,,1.7,23.0,4.58,5
MA0101202409A0022016,공차,신촌점,2.8,43.0,4.58,5
MA010120220813989042,공차,,2.4,23.0,4.58,5
MA010120220800989289,공차,,3.0,33.0,4.58,5
MA010120220809596445,공차,서울대입구역점,3.0,33.0,4.58,5
MA0101202306A0029452,공차,아차산역점,3.2,15.0,4.58,5
MA0101202409A0164766,공차,종로구청점,2.6,18.0,4.58,5
MA010120220803813487,공차,,2.6,18.0,4.58,5
MA0101202308A0044113,공차,구의점,4.3,10.0,4.58,5
MA010120220808576852,공차,동국대점,3.2,12.0,4.58,5
MA0101202409A0216508,공차,구파발역점,3.0,3.0,4.58,5
MA0101202409A0155572,공차,발산역점,,,4.58,5
MA0101202301A0039255,공차,종암점,5.0,7.0,4.58,5
MA010120220807051217,공차,서울숲점,2.6,19.0,4.58,5
MA010120220814234202,공차,,2.3,33.0,4.58,5
MA0101202406A0103577,공차,목동점,2.9,22.0,4.58,5
MA010120220803530471,공차,서초마제스타시티점,4.1,7.0,4.58,5
MA010120220812680843,공차,,3.2,11.0,4.58,5
MA010120220813964170,공차,,2.3,11.0,4.58,5
MA010120220805451907,공차DDP,,,,4.37,28
MA010120220805419228,공차NC,불광점,2.3,24.0,4.39,23
MA010120220814078194,공차NC강서점,,5.0,3.0,,
MA010120220808008465,공차강남교보,타워점,3.0,23.0,4.49,89
MA010120220804999831,공차강남역점,코리아,2.7,60.0,4.43,47
MA0101202307A0058506,공차강동,구청점,5.0,6.0,,37
MA0101202310A0051895,공차강변테크노마트,,4.4,13.0,4.34,11
MA010120220807142964,공차개롱역점,,5.0,8.0,,12
MA010120220808304626,공차건대,로데오점,1.9,19.0,4.38,46
MA010120220814228456,공차고대,안암역점,2.4,27.0,4.45,29
MA0101202406A0087502,공차고덕역점,,3.3,10.0,4.43,18
MA010120220800798117,공차고투몰점,,1.7,6.0,4.33,4
MA010120220805537816,공차구로NC,,3.5,2.0,4.31,7
MA010120220800750703,공차구로디지털,2호점,2.3,27.0,4.27,28
MA010120220804195413,공차국악고점,,2.9,16.0,4.51,15
MA010120220806788776,공차금천,독산점,3.8,8.0,4.47,46
MA010120220811200737,공차길동역점,,3.0,4.0,,36
MA010120220806537395,공차길음뉴타운점,,4.7,3.0,,9
MA010120220812389242,공차까치산역점,,5.0,3.0,,19
MA010120220813902655,공차내방역점,,,,4.4,23
MA010120220806029038,공차노량진학원가점,,3.6,29.0,,54
MA010120220810492861,공차노원역점,,3.5,20.0,4.43,54
MA0101202306A0052760,공차녹번역점,,4.0,14.0,4.53,23
MA0101202409A0249040,공차대치역점,,3.0,2.0,,8
MA0101202409A0219889,공차대치학원가점,,1.3,3.0,,4
MA010120220809930149,공차대한상공회의소점,,2.2,5.0,4.51,8
MA0101202406A0161831,공차롯데,미아점,,,4.4,8
MA0106202206A0966721,공차롯데시네마노원점,코리아,5.0,1.0,,7
MA010120220806441180,공차마곡역점,,4.6,7.0,,16
MA010120220800987903,공차마리오점,,2.4,14.0,,
MA0101202209A0070165,공차마포구청역점,,2.7,14.0,,14
MA010120220803498432,공차명동역점,,2.9,19.0,4.47,67
MA010120220808776466,공차목동파리공원점,,2.4,9.0,4.41,10
MA010120220806726258,공차미원빌딩점,,3.5,14.0,4.34,14
MA010120220813757736,공차방이역점,,2.8,9.0,4.4,15
MA010120220806657975,공차사가정역점,,3.5,2.0,4.55,24
MA010120220809569136,공차상일동역점,,2.7,11.0,4.52,35
MA010120220814331232,공차서울과학기술대점,,3.4,16.0,,
MA0101202406A0212751,공차서초우성점,,2.5,16.0,,15
MA010120220813226738,공차석촌역점,,1.9,27.0,4.38,40
MA010120220810362933,공차수락산역,,4.0,4.0,,24
MA010120220801045848,공차수서역점,,4.4,7.0,4.42,20
MA0101202406A0146595,공차수유,사거리점,5.0,4.0,,0
MA010120220812861323,공차수유역점,,4.1,18.0,4.58,34
MA0101202302A0108820,공차숙명여대점,,4.2,9.0,,38
MA010120220806592924,공차숭례문점,,5.0,5.0,4.46,20
MA0101202309A0002212,공차신도림테크노마트,,3.5,6.0,4.39,33
MA010120220800988336,공차신림역점,,,,4.41,69
MA010120220808410606,공차신사세로수길점,,2.3,33.0,4.46,38
MA010120220810122434,공차암사역점,,2.7,11.0,4.66,23
MA010120220807067480,공차약수점,,,,4.49,12
MA0101202305A0106813,공차양재역점,,,,,30
MA010120220803414429,공차어린이대공원역점,,3.9,15.0,4.42,44
MA010120220803699469,공차엔터식스,강남점,3.1,7.0,4.41,15
MA010120220812310507,공차여의도전경련점,,2.3,3.0,4.41,4
MA010120220807825180,공차영등포,구청점,4.2,15.0,4.38,101
MA010120220810887413,공차영등포역점,,2.4,20.0,,33
MA010120220802938597,공차왕십리역사점,,1.4,32.0,,
MA010120220801838142,공차은평,응암점,4.7,13.0,4.39,23
MA010120220806442400,공차을지로트윈,타워점,,,,
MA010120220811724523,공차이대익스프레스점,,3.4,12.0,,12
MA0101202210A0068768,공차이마트,용산점,,,,2
MA010120220806484579,공차잠실엘스점,,3.0,17.0,4.51,38
MA010120220810191489,공차장안동,사거리점,2.7,6.0,4.6,14
MA0101202411A0027225,공차장안사거리,,2.7,6.0,,
MA0101202305A0036504,공차전농동,사거리점,3.7,6.0,4.3,28
MA0101202406A0075336,공차정동점,,2.0,19.0,4.38,18
MA010120220812754679,공차중계은행,사거리점,5.0,2.0,4.29,25
MA0101202310A0061253,공차중곡역점,,5.0,1.0,,7
MA0101202411A0036766,공차중랑,구청점,5.0,6.0,,28
MA010120220809710496,공차중랑역점,,3.5,11.0,,27
MA0101202302A0105660,공차창동역점,,4.3,12.0,4.52,52
MA0101202409A0094829,공차천호역점,,3.9,7.0,,4
MA010120220801024643,공차코리아,코엑스점,1.4,45.0,,0
MA010120220808737169,공차한국외대점,,,,,27
MA010120220806488507,공차한티역점,,4.1,25.0,,15
MA010120220800990092,공차합정교보문고점,,4.0,12.0,4.37,59
MA010120220814329856,공차현대아울렛,송파점,1.0,4.0,4.31,12
MA010120220808566499,공차홍대,서교점,4.0,11.0,4.42,140
MA010120220806499041,공차홍대입구역점,,3.2,16.0,4.4,39
MA0101202308A0068827,공차홍대창전점,,3.7,14.0,4.55,26
MA010120220803662245,공차회기점,,3.9,23.0,4.45,54
MA0101202303A0005914,공항앤드테라스,,,,,188
MA0101202305A0125148,공항앤드테라스,,,,,188
MA010120220813450022,공활,,5.0,6.0,,49
MA0101202302A0112809,과일101,,,,,0
MA0101202411A0092954,과일냠냠,,,,,15
MA0101202409A0009023,과일다방더푸룻,,,,,
MA0101202301A0068079,과일담은요거트맛집yomat,,5.0,2.0,,67
MA0101202303A0115865,과일샾cafe리치,,,,,
MA0101202409A0155126,과일에반하다.프루타,,5.0,1.0,,5
MA010120220806807200,과일에반하다;프루타,,4.5,8.0,,5
MA010120220810348466,과일에반하다;프루타,천호점,3.8,6.0,,5
MA010120220800635981,과일에반하다;프루타,,,,,5
MA0101202406A0486624,과일에반하다;프루타고대점,,4.8,4.0,,5
MA0101202409A0223889,과일에반하다프루타,신림점,4.0,2.0,,5
MA0101202303A0118016,과일에반하다프루타,개봉점,,,,5
MA0101202310A0015667,과일에반하다프루타,방배점,5.0,1.0,,5
MA0101202406A0302858,과일에반하다프루타,신촌점,4.0,4.0,,5
MA0101202303A0087379,과일에반하다프루타,,,,,5
MA0101202309A0028347,과일에반하다프루타,상봉점,5.0,6.0,,5
MA0101202406A0421725,과일에반하다프루타,신논현점,3.7,3.0,,5
MA010120220805647634,과일에반하다프루타,용산점,4.7,14.0,,5
MA0101202409A0144870,과일에반하다프루타,종로점,4.0,4.0,,5
MA0101202409A0235962,과일에반하다프루타,삼성점,,,,5
MA0101202307A0003293,과일에반하다프루타강동,고덕점,,,,4
MA0106202204A1983088,과일에반하다프루타길음점,,,,,
MA0101202211A0100852,과일에반하다프루타석촌호수점,,3.9,25.0,,290
MA0101202411A0000754,과일에반하다프루타양재역점,,5.0,4.0,,8
MA0101202406A0338270,과일에반하다프루타양재역점,,5.0,4.0,,8
MA0101202307A0095494,과일연구소,,5.0,3.0,4.49,1
MA0101202406A0149579,과일의시작야미,논현점,,,,31
MA010120220811472865,과일파는덕이언니,,,,,
MA010120220808341131,과일프레소,,3.6,7.0,,32
MA010120220811920308,과자굽는땅콩누나,,5.0,2.0,,18
MA0101202303A0042256,관악갤러리카페gallerycafe,,,,,
MA010120220813250937,관악산커피,,4.7,3.0,4.72,40
MA010120220800548144,광성,,,,4.25,158
MA0101202307A0012680,광속아레밀,건대점,5.0,2.0,,
MA010120220812531511,광진카페,,4.5,76.0,,231
MA010120220800141085,광커피,,3.7,6.0,4.25,28
MA010120220805493668,광합성카페,,4.0,79.0,,"1,034"
MA010120220805473485,광흥창카페,,5.0,5.0,4.35,12
MA0101202305A0137050,괜찮은온도,,5.0,6.0,,0
MA0101202305A0135018,교대빈,,,,,0
MA010120220804171066,교대커피,,,,4.53,601
MA010120220813482103,교호커피,,,,,67
MA010120220804480775,교회한우리교회,,5.0,2.0,,
MA0101202406A0396741,구공공,,5.0,1.0,4.34,3
MA0101202409A0188878,구관,,5.0,5.0,,25
MA0101202306A0023695,구구구,,,,,71
MA010120220808616479,구니스,,,,,556
MA010120220814054128,구도커피로스터스,,,,,
MA0101202406A0122548,구동커피,,,,,35
MA010120220806590555,구동커피,,4.3,15.0,,35
MA010120220812215421,구드무드,,,,,
MA0101202406A0429732,구디빙수,,4.1,7.0,,43
MA0106202407A1400105,구디스,,5.0,3.0,,171
MA010120220808603806,구디스,,,,,171
MA010120220804547769,구떼라이제,,5.0,1.0,,
MA010120220811734470,구떼와플카페,,,,4.1,14
MA0101202306A0006634,구뜨커피,,5.0,7.0,,53
MA010120220808538805,구뜨커피,,,,,53
MA010120220813194426,구루구루,,5.0,1.0,,5
MA010120220809974663,구름뜬하늘,,,,,
MA0101202409A0214040,구름커피,,,,,1
MA010120220803838835,구립월계청춘카페,,4.8,4.0,,
MA010120220811759007,구마커피,,4.8,13.0,,30
MA010120220804824234,구메구메,,3.7,3.0,,5
MA010120220808285438,구반포커피,,,,,0
MA010120220808370057,구스,,,,,201
MA0101202406A0332817,구스르릉,,1.0,2.0,,10
MA0101202210A0012785,구스커피앤바,,4.5,38.0,,316
MA010120220800022528,구스토,,,,,26
MA010120220807812357,구스토,,,,,26
MA0101202406A0334414,구슬스,홍대점,4.0,5.0,,0
MA010120220803303077,구엄품,,,,,
MA0101202308A0045381,구와구,,4.7,11.0,,5
MA0101202409A0099428,구우당베이크샵,,,,,
MA0101202302A0029756,구운당,,,,,4
MA010120220806496281,구움블루스,,4.7,15.0,,64
MA010120220806590955,구움소리,,4.5,31.0,,166
MA0101202301A0095799,구워르텐,,5.0,3.0,,
MA010120220808698564,구월,,3.7,36.0,,"8,717"
MA0101202302A0086212,구월생,,,,,
MA010120220809706475,구이도씨,,1.0,1.0,,5
MA010120220803904612,구점일사,,,,,
MA010120220814071683,구청소년독서실카페,동대문,,,,
MA0101202308A0040818,구청앞편한커피,,5.0,4.0,,3
MA010120220800041256,구카페종로1점,,,,,
MA0101202406A0330771,구테로이테,상암점,2.3,3.0,4.73,"1,815"
MA010120220811767424,구테로이테,,,,4.73,"1,815"
MA010120220813274880,구테로이테,,4.0,140.0,4.73,"1,815"
MA0101202409A0203941,구테로이테강남스탠다드점,,5.0,3.0,,59
MA0101202305A0195863,구테로이테성수센트럴키친,,4.1,36.0,,291
MA0101202306A0048351,구테로이테언주점,,3.8,11.0,,
MA0101202406A0128642,구테로이테연남점,,5.0,6.0,,54
MA0101202406A0019355,구테이블,,,,,73
MA010120220803379836,구티,,,,,0
MA0101202308A0092339,구하니커피,,,,,
MA010120220812519431,구할구,,4.3,31.0,4.48,316
MA010120220807407519,구황작물,,4.3,38.0,,532
MA010120220811480006,국민우유집,,3.2,15.0,4.11,60
MA0101202406A0536688,국민우유집,신림점,3.1,7.0,4.11,60
MA010120220812083595,국민우유집,,3.1,15.0,4.11,60
MA010120220805538308,국민우유집,성북점,4.0,13.0,4.11,60
MA010120220814266570,국민우유집,건대점,4.1,10.0,4.11,60
MA0101202409A0022609,국민우유집잠실,직영점,,,,24
MA0101202409A0117002,국민커피,,,,4.25,3
MA0101202410A0291583,국제글로벌커피협회,,,,,
MA010120220800022809,국제다방,,,,,0
MA010120220808709031,굳디,,3.7,3.0,4.37,10
MA010120220812952684,굴림,,,,4.7,340
MA010120220813997887,굿네스카페,,,,,2
MA010120220805906704,굿뉴스웍스,,,,,
MA0101202302A0022036,굿띵커피,,,,,91
MA0101202406A0415353,굿띵커피,,4.7,6.0,,91
MA010120220813922691,굿모닝,,,,4.23,92
MA010120220800634144,굿모닝,,,,4.23,92
MA0101202308A0041267,굿모닝커피,,5.0,1.0,4.2,60
MA0101202409A0127444,굿무디,,2.5,2.0,,0
MA0101202406A0204508,굿볼A.M카페,,,,,
MA0101202303A0117422,굿브랜치카페,,,,4.57,8
MA010120220812291868,굿애프터눈,합정점,4.3,9.0,,37
MA0101202309A0063561,굿윌코스메틱,,,,,
MA0101202409A0011395,굿잡카페인,,,,,
MA010120220803977183,굿타임,,,,,22
MA010120220801038276,굿푸드앤카페,,1.0,1.0,,
MA0101202311A0017304,굿프랜드강서점,,,,,
MA010120220812344135,굿플랜물산,,,,,
MA010120220810084526,궁디저트,,,,,16
MA010120220800564669,궁전,,,,4.28,0
MA010120220806981591,궁전다방,,4.6,25.0,,16
MA010120220810578809,궁전전통찻집,,,,,1
MA010120220810058212,궤도,,,,4.57,182
MA010120220806767393,궤도,,,,4.57,182
MA0101202406A0063220,귀족커피,,,,,0
MA010120220800020809,귀천,,4.8,22.0,4.38,110
MA0101202409A0191122,규디스,,,,,8
MA010120220805296008,규림,,,,,
MA010120220813394104,규수당카페,,,,4.33,2
MA010120220800986175,규젤,,5.0,1.0,4.51,53
MA010120220803194786,그;커피가게,,5.0,1.0,4.38,5
MA010120220803827921,그냥,,5.0,8.0,,634
MA010120220809692482,그냥;방실,,4.2,11.0,,
MA010120220800890254,그냥;지금,,5.0,2.0,,5
MA0101202406A0208117,그냥제과,,,,,1
MA0101202302A0040778,그녀의커피:카페드엘르,,,,,
MA0101202409A0218284,그녕이의서재,,,,,2
MA0101202311A0041420,그늘,,,,4.39,301
MA010120220813502960,그대를위한커피,,3.7,6.0,4.75,7
MA010120220812550081,그대쉴꽃,,3.7,6.0,,456
MA010120220811852872,그때거기,,5.0,5.0,,26
MA010120220814256514,그라나다카페강서농수산식품공사점,2호점,,,,0
MA010120220808465859,그라놀로지여의도,IFC점,4.3,4.0,4.44,57
MA010120220803053016,그라데이션커피,,4.9,32.0,4.74,82
MA0101202406A0002432,그라메도,,4.3,3.0,,57
MA0101202406A0132772,그라미,성신여대점,5.0,1.0,,15
MA010120220806337997,그라운드.8,,4.8,8.0,,154
MA010120220806723927,그라운드오리진,,4.5,11.0,,41
MA010120220811853859,그라운드커피,,,,,3
MA0101202411A0075862,그라운드커피GroundCoffee,,,,,154
MA0101202305A0011364,그라운드타임,,4.1,8.0,,77
MA010120220802743477,그라운드플로어,,4.7,16.0,4.86,102
MA010120220814106411,그라인드커피,,2.7,3.0,4.44,4
MA0101202209A0063396,그라츠커피랩,문정점,,,,5
MA0101202406A0005285,그라츠커피랩,종로점,5.0,3.0,,5
MA0101202305A0036532,그라츠커피랩,마곡점,,,,5
MA0101202306A0036867,그라츠커피랩,여의도점,4.0,1.0,,5
MA010120220813054921,그라치아,,,,4.23,13
MA010120220801265835,그라피,,,,4.59,1
MA0101202409A0072793,그란데,,5.0,1.0,,106
MA010120220800962047,그랑,,1.5,17.0,4.24,310
MA0101202409A0243007,그랑올라,,,,,2
MA010120220804108887,그랑카페,,3.0,1.0,4.71,3
MA0101202306A0094084,그래;여기,,,,,17
MA010120220813853909,그래그릭,,,,,76
MA010120220803716093,그래놀라와오슬로우,,4.8,4.0,4.46,34
MA010120220809236435,그래도사랑해,,4.5,16.0,4.52,42
MA010120220803080291,그래도케이크,,,,,598
MA010120220812341791,그래요거거여점,,,,,21
MA0101202409A0198779,그래커피,,,,4.45,1
MA010120220806561764,그래피카,,4.7,75.0,,60
MA010120220808435724,그랩커피,,4.5,4.0,4.66,18
MA010120220812660230,그럼블아카이브,,5.0,15.0,,115
MA010120220805194022,그레이그리스트밀,,3.9,51.0,4.57,589
MA0101202306A0092248,그레이덕,,5.0,1.0,,3
MA010120220814307735,그레이드비,,2.3,6.0,,39
MA010120220804761222,그레이랩,,4.0,82.0,4.53,991
MA010120220807159891,그레이스카페,,5.0,3.0,4.02,1
MA010120220800272935,그레이스카페,,5.0,2.0,4.02,1
MA010120220813899397,그레이스커피,,,,,1
MA010120220805991583,그레이스케일,,3.5,37.0,,204
MA010120220803537601,그레이에덴,,3.7,6.0,4.69,57
MA010120220813951932,그레이에스프레소,,4.6,35.0,4.47,139
MA010120220806900604,그레이우드커피,,,,4.85,580
MA0101202305A0018757,그레이지,,5.0,11.0,4.56,40
MA010120220804965221,그레이커피,,4.0,2.0,4.56,30
MA010120220812412218,그레이커피,,4.4,12.0,4.56,30
MA010120220814251077,그레이허니로스터리,,,,4.6,6
MA010120220810897422,그레인바운더리,,,,,433
MA0101202305A0037643,그레잇,,,,,19
MA010120220806162694,그레잇이삼칠,,4.5,4.0,4.12,22
MA0101202411A0107167,그레코로스터리카페,,,,,2
MA010120220810241043,그레코로스팅컴퍼니,,4.7,7.0,4.38,38
MA010120220813316687,그로니,,5.0,10.0,,50
MA0101202212A0027763,그로밋커피하우스,,,,,127
MA0101202406A0119080,그로브,,3.8,5.0,,106
MA010120220814074429,그로브라운지,,3.0,2.0,4.03,1
MA0101202211A0099165,그로비,,,,5.0,243
MA010120220804407115,그로우빈스,,,,,29
MA010120220812439539,그로잉,,4.9,27.0,4.43,37
MA010120220806520787,그로토,,3.8,112.0,4.56,"1,006"
MA010120220804410509,그로퍼,,4.8,32.0,,284
MA010120220809616052,그뢴,,4.7,16.0,4.93,26
MA0101202308A0034229,그루밍커피카페,,,,,216
MA010120220812399806,그루브앤골드,,,,4.85,50
MA010120220804151047,그루브커피로스터스,,4.7,26.0,4.65,395
MA010120220808256460,그루비,,4.7,23.0,,77
MA010120220808229896,그루타,,4.7,19.0,,38
MA0101202406A0290345,그르게GRrrGe,,4.9,8.0,,82
MA010120220803186807,그리고지금,,,,,5
MA010120220812116911,그리니,,4.6,5.0,4.61,72
MA010120220812437125,그리드,,4.7,16.0,,171
MA0101202406A0536066,그리드커피,,,,,44
MA010120220807089627,그리디톰,,,,,78
MA010120220813435347,그리엔,,5.0,3.0,,
MA010120220811770115,그리즐,,5.0,9.0,,36
MA0101202308A0026283,그릭,,,,,23
MA010120220800803744,그릭데이경희대점,,,,4.86,122
MA010120220813398437,그릭데이고려대점,,,,4.86,123
MA010120220804321580,그릭띠아요거트,,,,,
MA0101202210A0044512,그릭베이,,5.0,3.0,,3
MA0101202409A0103511,그릭오숙명여대점,,1.0,1.0,,71
MA010120220811673918,그릭팩토리,,3.3,8.0,4.68,149
MA0101202309A0022171,그릭하다,,3.5,6.0,,356
MA010120220812982254,그릭하다,명지대점,4.3,3.0,,356
MA0101202411A0025231,그릭하다,서울대입구역점,,,,356
MA0101202409A0063739,그릭하다,목동점,,,,356
MA0101202305A0171645,그릭하다강서,발산점,5.0,2.0,,50
MA010120220803200454,그린,,4.0,1.0,,6
MA0101202305A0202113,그린그레스,,,,,222
MA010120220803786851,그린눈복권,,5.0,3.0,,
MA0101202305A0091731,그린도트,,4.7,19.0,,
MA010120220812633210,그린램프라이브러리,서초점,,,,
MA010120220805506128,그린랩,,,,4.36,301
MA010120220812625923,그린레시피,,4.6,19.0,4.78,133
MA0101202406A0547133,그린룸GRINROOM,,4.9,20.0,,
MA010120220800692786,그린마일커피,,,,4.31,741
MA010120220800822818,그린아이,코리아,,,3.95,0
MA0101202409A0153044,그린아일랜드,,,,,1
MA0101202406A0184006,그린앤피니,홍제점,5.0,2.0,,35
MA010120220800674306,그린카페,,5.0,1.0,,0
MA0101202309A0023561,그린커피호프,,3.0,1.0,,0
MA010120220808365840,그린코너,,3.7,27.0,,177
MA0101202307A0054071,그린페이지,,,,4.86,47
MA0101202406A0092128,그린플라워페스츄리,,,,,
MA010120220808074827,그린하우스이펙트,,3.1,10.0,,
MA010120220814087366,그림,,4.0,5.0,4.33,24
MA0106202303A0130690,그림나베,,4.2,15.0,4.38,234
